Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
ASPPU US,Abri SPAC 2 Inc,100,,,,10.45,0,,104.5, ,8.60E+206,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
EFHTU US,ECD Automotive Design Inc,100,66.4,-42.8,-49.5,10.1425,10,-0.5,101.425,9/9/22,28201D208,-0.2,2.18E+06,"10.00
 - 10.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Automobile,32.9023
CEACU US,CE Energy Acquisition Corp,100,,,,10,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
SGHLU US,Signal Hill Acquisition Corp,100,,,1.4,10,10,0,100,2/11/22,82664R204,-0.06848,850000,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,8.5
AFTX US,Affinia Therapeutics Inc,100,,-502.7,-73.8,0,0,,0, ,N.A.,2,, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
HS US,Homesmart Holdings Inc,100,,,,0,0,,0, ,N.A.,,, ,,Software,Technology,Applications Software,
SBP US,Specialty Building Products Inc,100,20.1,1,1.8,0,0,,0,2/8/23,N.A.,,, ,,Retail,"Consumer, Cyclical",Retail-Building Products,
MFRM US,Mattress Firm Group Inc,100,34.8,-3.7,-4.5,0,0,,0, ,N.A.,,, ,,Retail,"Consumer, Cyclical",Retail-Home Furnishings,
DESR US,Desri Inc,100,,,,0,0,,0, ,N.A.,,, ,,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
BASI US,Basis Global Technologies Inc,100,0.9,0.8,1.9,0,0,,0, ,N.A.,0.8,, ,,Software,Technology,Enterprise Software/Serv,
RVR US,REV Renewables Inc,100,18.7,-32.6,-1.4,0,0,,0,9/20/23,N.A.,,, ,,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
1978589D US,Dynasty Financial Partners Inc,100,14.2,10.4,,0,0,,0,12/19/22,N.A.,,, ,,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,
IROHU US,Iron Horse Acquisitions Corp,100,,,3.7,10,0,,100, ,462837204,-0.1,576461,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,6.5012
NEATU US,Noble Education Acquisition Corp,100,,,,10,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
ACRV US,Acrivon Therapeutics Inc,94.375,,,-48.1,18.8098,12.5,33.11999893,235.123,11/15/22,4890109,-1.9,3.46E+07,"16.00
 - 18.00
",Priced Below Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,110.358
MCACU US,ConnectM Technology Solutions Inc,92,,,-17.2,8,10,-0.400000006,0,5/11/22,61244M208,-0.2,790800,"10.00
 - 10.00
",Priced Within Range,Building Materials,Industrial,Bldg&Construct Prod-Misc,8.46862
GLSTU US,Global Star Acquisition Inc,92,,,1.3,9.6562,10,-0.3000000119,96.562,9/20/22,37962G201,-0.1,2.07E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,21.09
ECBK US,ECB Bancorp Inc/MD,89.152,22.2,15.2,0.3,0,10,40.90000153,0,7/28/22,26828M106,0.7,3.06E+06,"10.00
 - 10.00
",Priced Within Range,Banks,Financial,Commer Banks Non-US,33.7638
ACACU US,Acri Capital Acquisition Corp,86.25,,,,8.625,10,-0.1000000015,86.25,6/10/22,00501A200,,1.28E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,35.0176
ACAXU US,Hwh International Inc,86.25,,-207.9,-18.3,9.065,10,-0.400000006,90.65,2/2/22,02115M208,-0.4,1.68E+06,"10.00
 - 10.00
",Priced Within Range,Advertising,Communications,Advertising Services,68.4281
FLFVU US,Thunder Power Holdings Inc,85,,,-7.3,8.9543,10,-0.6000000238,89.543,6/16/22,31561T201,-0.0274326,2.00E+06,"10.00
 - 10.00
",Priced Within Range,Auto Manufacturers,"Consumer, Cyclical",Auto-Cars/Light Trucks,63.3668
AIMAU US,Aimfinity Investment Corp I,80.5,,,3,8.5,10,-0.3000000119,85,4/26/22,N.A.,-0.2,950767,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,88.2014
2521774D US,iCoreConnect Inc,80.5,,-190.7,-217.7,8.14,10,-0.1000000015,81.4,2/25/22,30324Y200,-1.2,3.65E+06,"10.00
 - 10.00
",Priced Within Range,Software,Technology,Medical Information Sys,35.9578
BGACU US,Biotech Group Acquisition Corp,75,,,,7.9968,0,,0,3/26/24,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
DNQUF US,Denali Capital Acquisition Corp,75,,,,7.98,10,0.150000006,79.8,4/7/22,N.A.,,8440,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,0.096347
APGTQ US,Appgate Inc,75,-0.8,-70.5,-19.5,0,0,,0, ,03783X104,-0.4,9.23E+06, ,,Computers,Technology,Computer Data Security,7
ATMVU US,AlphaVest Acquisition Corp,73.17,,,4.9,6.39,10,-17.75317764,77.9261,12/20/22,N.A.,0.00444082,16803,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,0.183029
MARXU US,Mars Acquisition Corp,69,,,,7.255,10,1.700000048,72.55,2/14/23,N.A.,,928573,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,9.99325
ANTX US,AN2 Therapeutics Inc,69,,,-44.4,18.1398,15,2.666666746,272.097,3/25/22,37326105,-1.6,1.40E+07,"14.00
 - 16.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,46.3671
LBBBU US,Lakeshore Acquisition II Corp,69,,,,7.22,10,0,72.2,3/9/22,N.A.,,1.12E+06,"10.00
 - 10.00
",Priced Within Range,Distribution/Wholesale,"Consumer, Cyclical",Distribution/Wholesale,17.5909
HSPOU US,Horizon Space Acquisition I Corp,69,,,4.7,7.252,10,0.6999999881,72.52,12/22/22,N.A.,-0.1,601501,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,6.53042
BLACU US,OSR Holdings Inc,69,,,2.1,7.33,10,1.600000024,73.3,2/10/23,79174207,-0.1,2.04E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,50.4845
ATMCU US,Alphatime Acquisition Corp,69,,,3.3,7.27,10,1.100000024,72.7,12/30/22,N.A.,-0.00524991,477130,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,5.28138
PNACU US,Prime Number Acquisition I Corp,64.5,,,,6.45,10,-0.6000000238,64.5,5/13/22,74168P206,,1.10E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,15.8861
DMYY/U US,dMY Squared Technology Group Inc,63.19,,,-1.7,7.819,10,0,78.19,9/30/22,233276203,-0.3,1.72E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,73.7408
TBMCU US,Trailblazer Merger Corp I,60,,,0.5,6.363,10,1.100000024,63.63,3/29/23,89278D208,-0.2,3.24E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,35.9631
2067968D US,Inkstone Feibo Acquisition Corp,60,,,,6.414,0,,0,1/4/24,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
GOSCU US,Giant Oak Acquisition Corp,60,,,,6.2295,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
HUDAU US,Hudson Acquisition I Corp,60,,,0.2,6,10,0.1000000015,60,10/14/22,44364H209,-0.1,540938,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,24.8014
OCACU US,Ocean Capital Acquisition Corp,60,,,,6.193,0,,0,7/16/24,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
PLTNU US,Plutonian Acquisition Corp,57.5,,,1.6,5.9955,10,0.3000000119,59.955,11/10/22,72942P203,-0.5,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
FORLU US,Four Leaf Acquisition Corp,54.21,,,1.3,5.421,10,2,54.21,3/17/23,35088F206,-0.0817514,419364,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,15.4014
QOMOU US,Qomolangma Acquisition Corp,52.73,,,-0.4,5.5335,10,-0.1000000015,55.335,9/30/22,74738V204,-0.1,400000,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,5.76733
1993600D US,Elektor Industries Inc,50,,,,20,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Machinery-Diversified,Industrial,Machinery-Pumps,
ALKDU US,Alkaid Acquisition Corp,50,,,,5.2625,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
AQUNU US,Aquaron Acquisition Corp,50,,,-1.7,5.2563,10,0.201000005,52.563,10/4/22,03842W204,-0.3,341280,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,4.84756
GCT US,GigaCloud Technology Inc,41.4173,64.9,10.8,13.1,31.3578,12.25,28.08163261,384.133,8/18/22,N.A.,3.8,1.50E+07,"10.25
 - 12.25
",Priced Within Range,Software,Technology,Applications Software,46.7935
BLTE US,Belite Bio Inc,40.6326,,,-29.2,24.8674,6,76.5,149.204,4/29/22,07782B104,-0.9,364950,"5.50
 - 6.50
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,1.13052
ELSN US,Eleison Pharmaceuticals Inc,40.25,-6.2,-580.4,,0,0,,0,6/28/23,N.A.,-1.5,, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
LNKB US,LINKBANCORP Inc,38.259,152.8,24.1,0.9,14.9396,7.5,26.79999924,112.047,9/14/22,53578P105,0.6,1.31E+07,"8.00
 - 9.50
",Priced Below Range,Banks,Financial,Commer Banks Non-US,34.9805
AREN US,Arena Group Holdings Inc/The,34.4982,-48.4,-79.9,-65.9,17.3348,8.25,0,143.012,2/11/22,40044109,-0.4,5.21E+06, ,,Internet,Communications,E-Marketing/Info,10.9623
HNVR US,Hanover Bancorp Inc/NY,30.7923,,23.9,0.6,7.3845,21,0.4761904776,155.075,5/11/22,410710206,2.2,2.80E+06,"21.00
 - 23.00
",Priced Within Range,Banks,Financial,Commer Banks-Eastern US,38.8734
INRX US,Intrinsic Medicine Inc,29.166,,,-517.8,11.2901,0,,0,7/25/22,N.A.,-0.3,,"5.00
 - 7.00
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
SODR US,Sondors Inc,24,37.2,-29.7,-36.5,15.5564,0,,0, ,83542R101,0.5,,"4.00
 - 6.00
",,Leisure Time,"Consumer, Cyclical",Motorcycle/Motor Scooter,
AIUG US,AI Unlimited Group Inc,23.6802,,,-142.9,63.6609,0,,95.4913, ,527351100,-0.0326366,, ,,Diversified Finan Serv,Financial,Finance-Other Services,
KSCP US,Knightscope Inc,22.3662,-15.5,-293.7,-124,19.257,10,-40.90000153,192.57,1/27/22,49907V201,-7.7,384460,"10.00
 - 10.00
",Priced Within Range,Machinery-Diversified,Industrial,Industrial Automat/Robot,5.85669
ALOHA US,Cariloha INC,22,-29.5,-1.2,,12,0,,0, ,14216C104,23.9,6.66E+06,"9.00
 - 11.00
",,Retail,"Consumer, Cyclical",Retail-Home Furnishings,54.153
SMXT US,SolarMax Technology Inc,20.16,-57.5,-152.1,,45.0402,4,100,180.161,2/27/24,83419H103,-0.2,3.06E+06,"4.00
 - 4.00
",Priced Within Range,Energy-Alternate Sources,Energy,Energy-Alternate Sources,6.67491
MDBH US,MDB Capital Holdings LLC,20.0004,,,20.3,0,12,4.166666508,0,9/21/23,55285N109,-0.9,190785,"12.00
 - 12.00
",Priced Within Range,Investment Companies,Financial,Investment Companies,3.85375
VWFB US,VWF Bancorp Inc,19.229,132.8,-36.5,-1.4,0,10,29,0,7/14/22,918428103,-1.1,153834,"10.00
 - 10.00
",Priced Within Range,Banks,Financial,Commer Banks Non-US,8.03327
NAVA US,Nava Health MD LLC,19.1233,,,,13.85,0,,0, ,N.A.,,,"5.00
 - 7.00
",,Healthcare-Services,"Consumer, Non-cyclical",Medical Labs&Testing Srv,
NFTU US,Ultimax Digital Inc,18.75,,,,17.866,0,,0, ,90386Q107,,,"4.00
 - 5.00
",,Software,Technology,Entertainment Software,
2143936D US,Auto Parts 4Less Group Inc,18,-61.8,-423.1,-2476.4,0,0,,0, ,N.A.,,,"5.00
 - 7.00
",,Internet,Communications,E-Commerce/Products,
YOSH US,Yoshiharu Global Co,17.04,39.3,-20.7,,11.94,4,4.25,47.76,9/9/22,98740Y302,0.6,18315,"4.00
 - 5.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Restaurants,1.13213
OPHV US,Opti-Harvest Inc,16.956,,-30094.3,,0,0,,0,3/7/22,N.A.,-0.2,,"5.00
 - 6.50
",,Machinery-Diversified,Industrial,Machinery-Farm,
ASNS US,Actelis Networks Inc,16.85,38.4,-56.3,-44.9,17.3453,4,-40,69.3812,5/13/22,00503R409,-1.2,473802,"4.00
 - 6.00
",Priced Within Range,Internet,Communications,Internet Connectiv Svcs,5.56551
1976619D US,Tru Shrimp Co Inc/The,16.5,-91.4,-78473.9,,0,0,,0,12/9/22,N.A.,,,"9.00
 - 11.00
",,Food,"Consumer, Non-cyclical",Fisheries,
1640587D US,Sharps Technology Inc,16,,,-97.3,0,4.25,,0,4/14/22,N.A.,-5.5,, ,,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
2104375D US,T20 Holdings Ltd,15.825,-73.2,31.5,16.8,18.865,0,,0, ,N.A.,0.012161,,"4.00
 - 6.00
",,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
2128429D US,Felicitex Therapeutics Inc,15.5,,,,0,0,,0, ,N.A.,,,"6.25
 - 6.25
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
2070096D US,Infinite Group Inc,15.33,-3,-50.8,-114.8,3.9531,0,,0,9/20/23,N.A.,,,"4.38
 - 4.38
",,Computers,Technology,Computer Services,
COYA US,Coya Therapeutics Inc,15.25,-40.7,-418.7,-45.1,9.6794,5,-8.600000381,48.397,12/29/22,22407B108,-0.6,5.64E+06,"5.00
 - 5.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,33.7339
2126159D US,MDNA Life Sciences Inc,15.0338,3298.1,-83.2,-106.3,9.445,0,,0, ,N.A.,-0.0364182,,"4.12
 - 6.13
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
XPON US,Expion360 Inc,15.015,-5.9,-239.6,-128.3,6.445,7,13.28571415,45.115,4/1/22,30218B209,-14.9,416303,"7.00
 - 9.00
",Priced Within Range,Electrical Compo&Equip,Industrial,Batteries/Battery Sys,13.2393
GNLX US,Genelux Corp,15,-95.2,-373362,-95.4,23.6474,6,2.5,141.884,1/26/23,36870H103,-0.6,4.94E+06,"6.00
 - 7.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,13.1042
2259656D US,CW Petroleum Corp,15,17.4,-18.6,-121.2,0,0,,0, ,N.A.,,,"4.75
 - 4.75
",,Oil&Gas,Energy,Oil Refining&Marketing,
CATG US,Capstone Technologies Group Inc,15,,22.8,8,0,0,,0, ,14070V206,65.3,,"3.00
 - 3.00
",,Electrical Compo&Equip,Industrial,Wire&Cable Products,
SNAL US,Snail Inc,15,38.6,2.1,2.3,9.2514,5,-55,46.257,11/10/22,83301J100,-0.0425374,3.32E+06,"4.00
 - 6.00
",Priced Within Range,Software,Technology,Entertainment Software,39.256
