Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
ALSN US,Allison Transmission Holdings Inc,690.345,6.2,22.6,14.1,181.376,23,1.739130378,4171.65,3/15/12,01973R101,9.2,9.54E+07,"22.00
 - 24.00
",Priced Within Range,Auto Parts&Equipment,"Consumer, Cyclical",Auto/Trk Prts&Equip-Orig,111.972
CG US,Carlyle Group Inc/The,671,83.4,18.7,4.6,30.5,22,0.227272734,671,5/3/12,14316J108,-2.1,2.91E+08,"23.00
 - 25.00
",Priced Below Range,Private Equity,Financial,Private Equity,80.6556
KOS US,Kosmos Energy Ltd,621.328,-1.3,11.4,3.7,375.69,18,1.333333373,6762.42,5/11/11,500688106,1.4,4.78E+08,"16.00
 - 18.00
",Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,100.057
PERS US,SandRidge Permian Trust,621,-35,45.2,34.1,57,18,0,1026,8/11/11,80007A102,,,"19.00
 - 21.00
",Priced Below Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
PBF US,PBF Energy Inc,612.95,-13.5,-1.6,-3.9,23.5677,26,0.961538434,612.76,12/13/12,69318G106,0.3,1.25E+08,"25.00
 - 27.00
",Priced Within Range,Oil&Gas,Energy,Oil Refining&Marketing,108.367
ISD US,PGIM High Yield Bond Fund Inc,610,,,,0,20,-0.05000000075,0,4/26/12,69346H100,,1.48E+07, ,,Closed-end Funds,Financial,Closed-end Funds,44.4085
PIMR US,PIMCO REIT Inc,600,,,,0,0,,0,4/5/12,72202J103,,, ,,REITS,Financial,REITS-Mortgage,
PDH US,PetroLogistics LP,595,0.9,23.1,22.5,139,17,-2.941176414,2363,5/4/12,71672U101,1.3,,"17.00
 - 19.00
",Priced Within Range,Chemicals,Basic Materials,Petrochemicals,
WP US,Worldpay Inc,575.005,-2.5,0.3,1,129.479,17,14.70588207,2201.14,3/22/12,981558109,3.2,,"16.00
 - 18.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Commercial Serv-Finance,
RLJ US,RLJ Lodging Trust,568.71,3.3,4.9,1.3,106.322,18,-1.777777791,1913.8,5/11/11,74965L101,1.8,1.54E+08,"19.00
 - 21.00
",Priced Below Range,REITS,Financial,REITS-Hotels,101.442
9990822D US,Apollo Asset Management Inc,565.394,,,,120.972,19,-4.210526466,2298.47,3/30/11,3.77E+108,,314254,"17.00
 - 19.00
",Priced Within Range,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,0.127445
EMO US,ClearBridge Energy Midstream Opportunity Fund Inc,540,,,,0,20,0.1000000015,0,6/10/11,18469P209,,6.20E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,34.0706
ARS US,Aleris Corp,531.25,,1.9,-0.4,106.393,0,,0, ,14475107,,,"15.00
 - 17.00
",,Mining,Basic Materials,Metal-Aluminum,
VHS US,Vanguard Health Systems Inc,517.5,0.8,1,1.2,71.4788,18,0.277777791,1286.62,6/22/11,922036207,3.9,,"21.00
 - 23.00
",Priced Below Range,Healthcare-Services,"Consumer, Non-cyclical",Medical-Hospitals,
NCLH US,Norwegian Cruise Line Holdings Ltd,514.117,10.8,9.6,4.6,203.997,19,30.47368431,3875.94,1/18/13,N.A.,4.7,4.11E+08,"16.00
 - 18.00
",Priced Above Range,Leisure Time,"Consumer, Cyclical",Cruise Lines,92.6383
SRC US,Spirit Realty Capital Inc,500.25,16.6,40.2,3,84.8515,15,0,1272.77,9/20/12,84860W300,3.6,3.49E+07,"16.00
 - 18.00
",Priced Below Range,REITS,Financial,REITS-Single Tenant,24.6286
8368847Z US,SkyBridge Diversified Hedge Fund Portfolio LLC,500,,,,0,0,,0, ,N.A.,,,"1,000.00
 - 1,000.00
",,Closed-end Funds,Financial,Closed-end Funds,
8291179Z US,Springleaf REIT Inc,500,-4.9,32.7,,0,0,,0, ,N.A.,,, ,,REITS,Financial,REITS-Mortgage,
0376130Z US,Terra Secured Income Trust Inc,500,,,,0,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Investment Companies,Financial,Investment Companies,
0114551D US,Greenbacker Renewable Energy Corp,500,,121.2,,0,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
USAG US,United States Agriculture Index Fund,500,,,,0,0,,0,4/13/12,911718203,,,"25.00
 - 25.00
",,Commodity Fund,Funds,Commodity,
ENVA US,Enova International Inc,500,25.5,7.8,4.2,0,0,,0, ,29357K103,57.1,2.66E+07, ,,Diversified Finan Serv,Financial,Finance-Consumer Loans,104.047
PLYM US,Plymouth Industrial REIT Inc,500,-0.7,70.2,9.9,0,0,,0, ,729640102,2.1,5.31E+07,"10.00
 - 10.00
",,REITS,Financial,REITS-Warehouse/Industr,116.62
ZWS US,Zurn Elkay Water Solutions Cor,490.262,2.3,10.2,6,94.0772,18,11.11111069,1693.39,3/29/12,98983L108,1.7,1.84E+08,"18.00
 - 20.00
",Priced Within Range,Machinery-Diversified,Industrial,Machinery-Pumps,108.917
DNKN US,Dunkin' Brands Group Inc,486.163,3.6,17.6,5.7,120.392,19,46.57894897,2287.45,7/27/11,265504100,3.6,,"16.00
 - 18.00
",Priced Above Range,Retail,"Consumer, Cyclical",Retail-Restaurants,
CTF US,Nuveen Long/Short Commodity Total Return Fund,470,,,,0,25,-0.4399999976,0,10/26/12,670731108,,,"25.00
 - 25.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,
FET US,Forum Energy Technologies Inc,435.78,10.5,-16.5,-16.5,84.567,20,8.75,1691.34,4/12/12,34984V209,7.5,9.32E+06,"18.00
 - 20.00
",Priced Within Range,Oil&Gas Services,Energy,Oil Field Mach&Equip,75.7799
LNKD US,LinkedIn Corp,405.72,34.8,-5.5,-2.3,95.6747,45,109.4444427,4305.36,5/19/11,53578A108,6.2,5424,"42.00
 - 45.00
",Priced Within Range,Internet,Communications,Internet Content-Info/Ne,0.00448698
CVGX US,ConvergEx Inc,400,-3.6,-3.6,,0,0,,0, ,N.A.,,, ,,Diversified Finan Serv,Financial,Diversified Finan Serv,
BWG US,BrandywineGLOBAL Global Income Opportunities Fund Inc,400,,,,0,20,0.25,0,3/28/12,10537L104,,9.86E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,58.7254
TUMI US,Tumi Holdings Inc,388.744,3.8,11.5,9.8,67.8667,18,47.22222137,1221.6,4/19/12,89969Q104,1.2,,"15.00
 - 17.00
",Priced Above Range,Household Products/Wares,"Consumer, Non-cyclical",Consumer Products-Misc,
CJESQ US,C&J Energy Services Ltd/Old,383.525,8.7,-49.8,-54.4,53.6115,29,5.172413826,1554.73,7/29/11,N.A.,1,,"25.00
 - 28.00
",Priced Above Range,Oil&Gas Services,Energy,Oil-Field Services,
OAK US,Oaktree Capital Group LLC,380.249,24.7,30.9,4.2,30.5795,43,-1.418604612,1314.92,4/12/12,674001201,-5.4,,"43.00
 - 46.00
",Priced Within Range,Investment Companies,Financial,Investment Companies,
CHKR US,Chesapeake Granite Wash Trust,380,-32.5,75.2,42.2,46.75,19,-0.6842105389,888.25,11/11/11,165185109,,1,"19.00
 - 21.00
",Priced Within Range,Oil&Gas,Energy,Oil-US Royalty Trusts,2.14E-06
WHZT US,Whiting USA Trust II,368,-87.3,23.2,340.3,20.8,20,22.29999924,416,3/23/12,966388100,-0.3,448064,"19.00
 - 21.00
",Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,2.43513
SDTTU US,SandRidge Mississippian Trust I,362.25,-48.8,22.7,55.3,28,21,15.28571415,588,4/7/11,80007T101,,1,"19.00
 - 21.00
",Priced Within Range,Oil&Gas,Energy,Oil-US Royalty Trusts,3.57E-06
MPOYQ US,Amplify Energy Corp,358.8,-4.2,4.3,1.7,65.6344,13,15.38461494,853.25,4/20/12,59804T308,1.2,659,"16.00
 - 18.00
",Priced Below Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,0.00612013
DBL US,DoubleLine Opportunistic Credit Fund,350,,,,0,25,3.160000086,0,1/27/12,258623107,,8.43E+06,"25.00
 - 25.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,44.5938
1040664D US,Party City Holdings Inc,350,-3.2,-22.6,-19,0.0321122,0,,0, ,702150103,0.4,2, ,,Retail,"Consumer, Cyclical",Retail-Leisure Products,2
FIF US,First Trust Energy Infrastructure Fund,345,,,,0,20,0,0,9/28/11,33738C103,,1.55E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,9.87884
2192176D US,Bankrate Inc,344.917,16.7,-7.8,-2,100,15,2.266666651,1500,6/17/11,06647F102,0.8,,"14.00
 - 16.00
",Priced Within Range,Internet,Communications,E-Commerce/Services,
VTLE US,Vital Energy Inc,342.125,26.1,-8.8,-3.1,127.625,17,6.470588207,2169.62,12/15/11,516806205,27.2,3.55E+07,"18.00
 - 20.00
",Priced Below Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,91.7136
TRUN US,TransUnion Intermediate Holdings Inc,325,10.2,-0.9,0.9,0,0,,0, ,N.A.,,, ,,Commercial Services,"Consumer, Non-cyclical",Commercial Serv-Finance,
ARDC US,Ares Dynamic Credit Allocation Fund Inc,320,,,,0,20,0,0,11/28/12,04014F102,,9.04E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,39.3814
DOR US,Dynamic Offshore Resources Inc,316.667,110,-3.7,,70.5333,0,,0, ,267898104,,,"17.00
 - 19.00
",,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
WAIR US,Wesco Aircraft Holdings Inc,315,8,1.2,1.1,85.5698,15,-0.5333333611,1283.55,7/28/11,950814103,0.8,,"15.50
 - 17.50
",Priced Below Range,Distribution/Wholesale,"Consumer, Cyclical",Distribution/Wholesale,
ANDX US,Andeavor Logistics LP,313.95,,30.6,,17.2049,21,11.90476227,361.3,4/20/11,03350F106,4.7,,"19.00
 - 21.00
",Priced Within Range,Pipelines,Energy,Pipelines,
CMLP US,Crestwood Midstream Partners LP,312.8,31.3,-1.5,2.1,74.331,17,3.823529482,1263.63,12/16/11,226378107,4.5,,"19.00
 - 21.00
",Priced Below Range,Pipelines,Energy,Pipelines,
BUI US,BlackRock Utilities Infrastructure & Power Opportunities Trust,310,,,,0,20,0,0,11/23/11,09248D104,,3.81E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,16.8232
KIO US,KKR Income Opportunities Fund,305,,,,0,20,-0.5,0,7/26/13,48249T106,,9.66E+06,"20.00
 - 20.00
",Priced Within Range,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,23.6296
SRAM US,SRAM International Corp,300,31.1,9.5,,0,0,,0, ,N.A.,16.2,, ,,Leisure Time,"Consumer, Cyclical",Bicycle Manufacturing,
1922764D US,Avenue Capital Mortgage REIT Inc,300,,,,0,0,,0, ,N.A.,,, ,,REITS,Financial,REITS-Mortgage,
0010099D US,Prospect Flexible Income Fund Inc,300,,,,0,0,,0, ,N.A.,,,"15.00
 - 15.00
",,Investment Companies,Financial,Investment Companies,
ARBO US,Arbolada Capital Management Co,300,,,,0,0,,0, ,N.A.,,, ,,REITS,Financial,REITS-Mortgage,
8246121Z US,Putnam Mortgage Opportunities Co,300,,,,0,0,,0, ,N.A.,,, ,,Investment Companies,Financial,Investment Companies,
0918617D US,Likewize Corp,300,,,,0,0,,0, ,N.A.,,, ,,Electronics,Industrial,Electronic Parts Distrib,
RNF US,CVR Nitrogen LP,300,1.8,-29.8,-31.3,38.25,20,-0.75,765,11/4/11,760113100,2,,"19.00
 - 21.00
",Priced Within Range,Chemicals,Basic Materials,Chemicals-Specialty,
RPAI US,Retail Properties of America Inc,292.56,-10.7,3.3,0.5,85.1276,8,9.375,681.02,4/5/12,76131V202,0.8,7.36E+07,"10.00
 - 12.00
",Priced Below Range,REITS,Financial,REITS-Shopping Centers,34.2752
PVL US,Permianville Royalty Trust,290.4,-58.8,66.2,5.9,33,22,-3.363636255,726,11/3/11,71425H100,,1.02E+07,"23.00
 - 25.00
",Priced Below Range,Oil&Gas,Energy,Oil-US Royalty Trusts,30.865
AIF US,Apollo Tactical Income Fund Inc,289.176,,,,0,20,0,0,2/26/13,37638103,,1.12E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,7.73899
0102131D US,AEI Core Property Income Trust Inc,270,,,,0,0,,0, ,N.A.,,,"10.00
 - 10.00
",,REITS,Financial,REITS-Single Tenant,
FIO US,Fusion-io LLC,268.755,20.3,-8.8,-17.5,77.8091,19,18.42105293,1478.37,6/9/11,36112J107,0.4,,"16.00
 - 18.00
",Priced Above Range,Computers,Technology,Computers-Memory Devices,
NSM US,Nationstar Mortgage Holdings Inc,268.334,4.6,6.8,1.5,89.1666,14,1.428571463,1248.33,3/8/12,63861C109,4.5,,"17.00
 - 19.00
",Priced Below Range,Diversified Finan Serv,Financial,Finance-Mtge Loan/Banker,
JAWS US,Great White Energy Services Inc,262.5,109.7,10,,45.0293,0,,0, ,N.A.,,,"19.00
 - 21.00
",,Oil&Gas Services,Energy,Oil-Field Services,
NTI US,Northern Tier Energy LP,261.625,-38.7,9.7,19.9,75.9695,14,1.142857194,1063.57,7/26/12,665826103,4.4,,"19.00
 - 21.00
",Priced Below Range,Oil&Gas,Energy,Oil Refining&Marketing,
SNS US,Stewart & Stevenson LLC,256,53.7,7.3,12.2,42.3461,0,,0, ,860341106,0.5,,"14.00
 - 16.00
",,Machinery-Diversified,Industrial,Machinery-General Indust,
HIE US,Miller/Howard High Dividend Fund,250,,,,0,20,0,0,11/25/14,600379101,,4.57E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,24.4331
GATO US,Gatos Silver Inc,250,,,8.6,0,0,,0, ,368036109,-0.1,4.34E+07, ,,Mining,Basic Materials,Silver Mining,62.5213
TTP US,Tortoise Pipeline & Energy Fund Inc,250,,,,0,25,-0.400000006,0,10/27/11,89148H207,,659185,"25.00
 - 25.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,32.7861
TAGS US,Teucrium Agricultural Fund,250,,,,0,0,,0,3/28/12,88166A706,,86372,"50.00
 - 50.00
",,Commodity Fund,Funds,Commodity,21.593
PEF3739 US,Blackstone Alternative Alpha Fund,250,,,,0,0,,0, ,,,, ,,,,,
APAM US,Artisan Partners Asset Management Inc,250,14,23.3,17.1,0,0,,0, ,04316A108,5.7,6.83E+07, ,,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,96.9353
1778214D US,HomeAway Inc,248.4,28.9,3,0.3,79.8298,27,48.92592621,2155.4,6/29/11,43739Q100,1.5,11700,"24.00
 - 27.00
",Priced Within Range,Internet,Communications,Internet Incubators,0.0121574
2336146D US,Enterprise Terminaling Services LP,247.25,55.6,55.4,20,19.4499,21.5,10.23255825,418.17,7/14/11,678049107,1.7,,"19.00
 - 21.00
",Priced Above Range,Pipelines,Energy,Pipelines,
P US,Pandora Media LLC,240.544,5.9,-35.3,-28.4,160.078,16,8.875,2561.25,6/15/11,698354107,-0.8,682,"10.00
 - 12.00
",Priced Above Range,Internet,Communications,Internet Content-Entmnt,0.000251295
SRF US,Cushing Energy Income Fund/The,238.625,,,,0,25,-0.1199999973,0,2/24/12,23162T102,,674486,"25.00
 - 25.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,27.2522
TVIAQ US,TerraVia Holdings Inc,227.183,-19.1,-549.4,-63.6,57.7391,18,15.05555534,1039.3,5/27/11,88105A106,-0.7,5178,"15.00
 - 17.00
",Priced Above Range,Food,"Consumer, Non-cyclical",Food-Misc/Diversified,0.00478096
SNECQ US,Mesquite Energy Inc,220,26.5,8.9,-3.9,33,22,-17.04545403,726,12/14/11,79970Y105,3.2,1.51E+06,"24.00
 - 26.00
",Priced Below Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,1.47077
ADSI US,ADS Tactical Inc,216,,,,53.442,0,,0, ,00101D109,,,"16.00
 - 18.00
",,Aerospace/Defense,Industrial,Aerospace/Defense,
9887048Z US,Macquarie Equipment Leasing Fund Two LLC,215.556,,,,0,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Diversified Finan Serv,Financial,Finance-Leasing Compan,
VGI US,Virtus Global Multi-Sector Income Fund,215,,,,0,20,-0.05000000075,0,2/24/12,92829B101,,4.54E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,40.1267
ABHB US,Shire Regenerative Medicine Inc,213.6,,,,39.8216,0,,0, ,00752T106,,,"14.00
 - 16.00
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
SXC US,SunCoke Energy Inc,213.44,-6.1,4.9,5.7,70,16,6.25,1120,7/21/11,86722A103,1.9,8.45E+07,"15.00
 - 17.00
",Priced Within Range,Coal,Energy,Coal,99.7977
HTB US,HomeTrust Bancshares Inc,211.6,35.2,27.1,1.1,0,10,17,0,7/11/12,437872104,2.6,1.13E+07,"10.00
 - 10.00
",Priced Within Range,Savings&Loans,Financial,S&L/Thrifts-Southern US,64.2338
2129234D US,LRR Energy LP,201.552,1.2,49.8,2,15.6576,19,0.2631579041,297.494,11/11/11,50214A104,2.5,,"19.00
 - 21.00
",Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
AMTG US,Apollo Residential Mortgage Inc,200,-60.3,-19.5,-0.4,10.27,20,-6.75,205.4,7/22/11,03763V102,1.5,,"20.00
 - 20.00
",Priced Within Range,REITS,Financial,REITS-Mortgage,
0966975D US,MacDermid Group Inc,200,4.9,0.1,0.0778328,0,0,,0, ,554270108,5,, ,,Chemicals,Basic Materials,Chemicals-Specialty,
JSD US,Nuveen Short Duration Credit Opportunities Fund,200,,,,0,20,-0.5,0,5/26/11,67074X107,,2.51E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,24.8518
52129Z US,Cypress Equipment Fund A LLC,200,,,,0,0,,0,9/26/12,N.A.,,,"10.00
 - 10.00
",,Diversified Finan Serv,Financial,Finance-Leasing Compan,
SLCA US,US Silica Holdings Inc,200,1.7,9.4,4.2,52.9412,17,-5.882352829,900,2/1/12,9.03E+107,3.4,3.14E+07,"16.00
 - 18.00
",Priced Within Range,Oil&Gas Services,Energy,Oil Field Mach&Equip,40.1407
USAC US,USA Compression Partners LP,198,12.3,10.4,3.6,15.0486,18,-2.222222328,270.87,1/15/13,90290N109,3,4.68E+07,"19.00
 - 21.00
",Priced Below Range,Oil&Gas Services,Energy,Oil-Field Services,39.8178
SIR US,Select Income REIT,197.8,1.3,14.2,1.6,31.2,21.5,1.162790656,670.8,3/7/12,81618T100,2.4,,"21.00
 - 23.00
",Priced Within Range,REITS,Financial,REITS-Single Tenant,
FRANQ US,FHC Holdings Corp,195.5,-4.8,-6.1,-14.5,43.8611,17,62.64706039,745.64,7/22/11,351793203,0.9,,"14.00
 - 16.00
",Priced Above Range,Retail,"Consumer, Cyclical",Retail-Apparel/Shoe,
0824986D US,EEG Glider Inc,189.925,1.5,-23.3,-34,21.3415,10,0.200000003,213.41,5/13/11,37951D201,,,"10.00
 - 10.00
",Priced Within Range,Media,Communications,Cable/Satellite TV,
1841559D US,Lanyon Solutions Inc,189.75,24.1,-10.2,-6.8,52.9825,15,6,794.74,5/25/11,00506D100,0.4,,"16.00
 - 18.00
",Priced Below Range,Internet,Communications,E-Marketing/Info,
SKUL US,Skullcandy Inc,188.834,7.4,2.2,1,26.7823,20,0,535.65,7/20/11,83083J104,-0.0540558,2.87E+07,"17.00
 - 19.00
",Priced Above Range,Home Furnishings,"Consumer, Cyclical",Audio/Video Products,100
CBF US,Capital Bank Financial Corp,188.582,8.8,18.9,0.9,32.5738,18,1.055555582,586.33,9/20/12,139794101,0.9,,"21.00
 - 23.00
",Priced Below Range,Banks,Financial,Commer Banks-Southern US,
FSTM US,FusionStorm Global Inc,188.468,,,,36.1006,0,,0, ,36116Q107,-0.00318927,,"12.00
 - 14.00
",,Computers,Technology,Computer Services,
RNDY US,Roundy's Inc,187.502,-2.4,-8,-0.6,44.8237,8.5,5.882352829,381,2/8/12,779268101,1,,"10.00
 - 12.00
",Priced Below Range,Retail,"Consumer, Cyclical",Retail-Hypermarkets,
GOGO US,Gogo Inc,187,11.8,3,1.3,84.9188,17,-5.882352829,1443.62,6/21/13,38046C109,0.3,1.05E+08,"15.00
 - 17.00
",Priced Within Range,Telecommunications,Communications,Satellite Telecom,80.1582
1648416D US,ExactTarget LLC,185.725,,,-7.7,65.7518,19,32.15789413,1249.28,3/22/12,30064K105,,,"15.00
 - 17.00
",Priced Above Range,Internet,Communications,E-Marketing/Info,
RPXC US,RPX Corp,184.205,-0.8,-23.9,-13,44.8529,19,25.68420982,852.21,5/4/11,74972G103,3.6,,"16.00
 - 18.00
",Priced Above Range,Commercial Services,"Consumer, Non-cyclical",Commercial Services,
MEMP US,Memorial Production Partners LP,182.4,-20.5,-189.8,-21.8,16.6613,19,-1.105263114,316.56,12/9/11,586048100,4.9,,"19.00
 - 21.00
",Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
SMM US,Salient Midstream & MLP Fund,180,,,,0,20,0,0,5/25/12,79471V105,,6.04E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,34.0347
1315920D US,Lindblad Expeditions Holdings Inc,180,13.2,-4.8,-3.6,18,10,0.1000000015,180,5/10/13,14056V204,1.7,,"10.00
 - 10.00
",Priced Within Range,Leisure Time,"Consumer, Cyclical",Cruise Lines,
MTDR US,Matador Resources Co,178.596,24.3,25.3,9.5,56.2699,12,-2.083333254,675.24,2/2/12,576485205,18.1,1.16E+08,"14.00
 - 16.00
",Priced Below Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,93.024
ESCO US,Esco Corp,175,,,0.0133755,0,0,,0, ,296313109,,, ,,Machinery-Constr&Mining,Industrial,Machinery-Constr&Mining,
1281485D US,LSM Holdings LLC,175,6.9,2.3,,0,0,,0, ,N.A.,16.9,, ,,Metal Fabricate/Hardware,Industrial,Metal Processors&Fabrica,
GEQ US,Guggenheim Equal Weight Enhanced Equity Income Fund,175,,,,0,20,-4.5,0,10/27/11,40167M106,,1.32E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,15.0922
1752683D US,First Connecticut Bancorp Inc/Farmington CT,171.925,12.2,17.2,0.6,17.8802,10,10.80000019,178.8,6/30/11,319850103,1.4,57936,"10.00
 - 10.00
",Priced Within Range,Banks,Financial,Commer Banks-Eastern US,0.356508
9876450D US,Civitas Resources Inc,170,49.6,16.1,5.7,39.56,17,-19.94117737,672.52,12/15/11,97793103,,,"20.00
 - 22.00
",Priced Below Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
