Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
TBLD LN,Tinybuild Inc,217.62,-22.3,-59.1,-33.3,201.527,169,28.69822502,474.224, ,N.A.,0.0164022,2.24E+07, ,,Software,Technology,Entertainment Software,10.99
AMLX US,Amylyx Pharmaceuticals Inc,216.019,-77,-345.3,-84.8,57.8354,19,-4.894736767,1098.87,1/7/22,03237H101,-2.4,6.42E+07,"18.00
 - 20.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,72.495
LTVAU US,LTV Capital Partners I,215,,,,21.5,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
ZETA US,Zeta Global Holdings Corp,215,38,-6.9,-8.4,153.514,10,-11.10000038,1535.14,6/10/21,98956A105,0.7,1.56E+08,"10.00
 - 12.00
",Priced Within Range,Software,Technology,Applications Software,72.8489
WAVC/U US,Waverley Capital Acquisition Corp 1,214.87,,,2.8,21.487,10,-1,214.87,8/20/21,N.A.,-0.0181551,1.98E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,9.21486
TWOA US,two/CA,214.375,,,0.9,27.0375,10,-1.5,270.375,3/30/21,N.A.,-0.1,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
TRCA/U US,Twin Ridge Capital Acquisition Corp,213.088,,,,21.3088,10,-0.5,213.088,3/4/21,N.A.,,2.30E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,36.7023
CINC US,CinCor Pharma Inc,212.653,,,-60,36.6099,16,0,585.758,1/7/22,17240Y109,-19.9,7.60E+06,"15.00
 - 17.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,17.357
BBCO US,Better Being Co LLC/The,212.5,15,-10.2,-6.4,52.7071,0,,0,9/22/21,08773B103,,,"15.00
 - 17.00
",,Pharmaceuticals,"Consumer, Non-cyclical",Vitamins&Nutrition Prod,
CDAUF US,Compass Digital Acquisition Corp,212.405,,,-8.5,21.2405,10,-1.799999952,212.405,10/15/21,N.A.,-0.2,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
FRWAU US,PWP Forward Acquisition Corp I,211.634,,,2.7,21.1634,10,-0.200000003,211.634,3/10/21,74709Q200,-0.0408833,2.00E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,9.45026
PHCC US,Preston Hollow Community Capital Inc,210.526,-14,62.3,,10.5264,0,,0,6/28/22,741172100,,3.46E+07,"18.00
 - 20.00
",,Diversified Finan Serv,Financial,Finance-Other Services,
DPACU US,Deep Space Acquisition Corp I,210,,,,21,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
ICVX US,Icosavax Inc,209.299,-92.5,-15765.9,-34.8,39.3299,15,133.1333313,589.948,7/29/21,45114M109,-1.5,1.84E+07,"14.00
 - 16.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,36.5631
GIWWU US,GigInternational1 Inc,209,,,,21.85,10,-0.6000000238,218.5,5/19/21,37518W205,,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
TRDA US,Entrada Therapeutics Inc,208.726,63.3,31.1,13.1,31.2487,20,19.75,624.974,10/29/21,29384C108,-1.1,3.67E+07,"19.00
 - 21.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,97.6206
EWCZ US,European Wax Center Inc,207.23,-1.8,4.8,1.4,31.8977,17,25.8235302,542.261,8/5/21,29882P106,1.2,4.48E+07,"15.00
 - 18.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Commercial Services,103.315
HYPR US,Hyperfine Inc,207,16.8,-315.9,-53.1,21.95,10,0.1000000015,219.5,1/27/21,44916K106,-0.5,1.31E+07,"10.00
 - 10.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Imaging Systems,20.9099
ISLEU US,Isleworth Healthcare Acquisition Corp,207,,,4.6,20.7,10,0.8999999762,207,2/25/21,46468P201,-0.1,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
ALKT US,Alkami Technology Inc,207,26,-12.2,-9.7,84.0354,30,43.33333206,2521.06,4/14/21,01644J108,0.1,9.38E+07,"26.00
 - 28.00
",Priced Above Range,Software,Technology,Applications Software,91.046
ENERU US,Accretion Acquisition Corp,207,,,0.4,20.7,10,1,207,10/21/21,00438Y206,-0.0237917,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
AVACU US,Avalon Acquisition Inc,207,,,2.3,20.7,10,0.200000003,207,10/6/21,5.34E+203,-0.0698157,1.00E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,4.79496
TNYA US,Tenaya Therapeutics Inc,207,,,-76.5,41.1247,15,2.333333254,616.87,7/30/21,87990A106,-1,9.41E+07,"14.00
 - 16.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,57.8553
IQMDU US,Intelligent Medicine Acquisition Corp,207,,,,20.7,10,1,207,11/5/21,45828D205,-0.0335032,2.17E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
ROCAU US,Drilling Tools International Corp,207,1.5,1.9,1.7,20.7,10,0.200000003,207,12/2/21,77118V207,0.1,,"10.00
 - 10.00
",Priced Within Range,Oil&Gas Services,Energy,Oil-Field Services,
CRZNU US,Corazon Capital V838 Monoceros Corp,203.799,,,,20.3799,10,-2,203.799,3/24/21,N.A.,-0.0204644,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
VOR US,Vor BioPharma Inc,203.44,,,-68.5,35.6458,18,108.3333359,641.624,2/5/21,929033108,-1.4,9.92E+07,"16.00
 - 18.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,79.4507
EWTX US,Edgewise Therapeutics Inc,202.4,,,-32.3,48.217,16,87.5,771.472,3/26/21,28036F105,-1.1,1.08E+08,"14.00
 - 16.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,103.516
ATAKU US,DIH Holdings US Inc,202,,-13.1,,20.2,10,0.05000000075,202,2/7/22,N.A.,0.2,2.01E+06,"10.00
 - 10.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,33.5501
MXCT US,MaxCyte Inc,201.825,-6.4,-106.2,-16.1,100.215,13,30.76922989,1302.79,7/30/21,57777K106,,1.12E+08,"11.50
 - 13.50
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Diagnostic Equipment,105.514
QFTA/U US,Quantum FinTech Acquisition Corp,201.25,,,,0,10,2.400000095,0,2/5/21,74767A204,,690000,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,6.57856
PRDS US,Pardes Biosciences Inc,201.25,,,-40.6,21.875,10,7.900000095,218.75,2/17/21,69945Q105,-1.2,9.73E+06,"10.00
 - 10.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,15.6963
ARTEU US,Artemis Strategic Investment Corp,201.25,,,1.6,20.125,10,0.3000000119,201.25,9/30/21,04303A202,-0.0449049,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
CREUF US,Crescera Capital Acquisition Corp,201.25,,,5.8,20.125,10,0.3000000119,201.25,11/19/21,N.A.,-0.0122773,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
MLAIU US,McLaren Technology Acquisition Corp,201.25,,,,20.125,10,0.6999999881,201.25,11/3/21,58176U208,-0.0469215,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
PHYUF US,Pyrophyte Acquisition Corp,201.25,,,1.7,20.125,10,0.8999999762,201.25,10/27/21,N.A.,-0.0435599,2943,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,0.0146236
GVCIU US,Green Visor Financial Technology Acquisition Corp I,200.1,,,7.5,20.01,10,0.8999999762,200.1,11/9/21,N.A.,-0.021808,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
VHNAU US,Roadzen Inc,200.1,,-213.3,,20.01,10,0.6999999881,200.1,11/23/21,N.A.,-0.3,3.08E+06,"10.00
 - 10.00
",Priced Within Range,Insurance,Financial,Insurance Brokers,15.3851
TCACU US,SpringBig Holdings Inc,200,-12.1,-7.6,-31.4,20,10,4.300000191,200,2/12/21,N.A.,-0.020742,,"10.00
 - 10.00
",Priced Within Range,Software,Technology,Applications Software,
BITE/U US,Bite Acquisition Corp,200,,,-0.9,20,10,2.200000048,200,2/12/21,09175K204,-0.1,850000,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,9.83932
CATLU US,Category Leader Partner Corp 1,200,,,,20,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
QNZLU US,Quinzel Acquisition Co,200,,,,20,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
HCCRU US,HighCape Capital Acquisition Corp II,200,,,,20.6,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
ACCV/U US,Atlas Crest Investment Corp V,200,,,,20,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
1870279D US,BrightSpark Capitol Corp,200,,,,20,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
KVSD US,Khosla Ventures Acquisition Co IV,200,,,,25.7,0,,0, ,482501103,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
OACAU US,Ocelot Acquisition Corp I,200,,,,20,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
BCTA US,B Capital Technology Opportunities Corp,200,,,,26.1,0,,0,5/3/22,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
ALTEU US,Altitude Acquisition Corp II,200,,,,20,0,,200, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
ORIAU US,Orion Biotech Opportunities Corp,200,,,4.3,20,10,0.5,200,5/13/21,N.A.,-0.0150703,1.00E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,5
MBD/U US,M3-Brigade Acquisition IV Corp,200,,,,20,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
THMBU US,Thimble Point Acquisition Corp II,200,,,,20,0,,0,3/19/24,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
FICVU US,Frontier Investment Corp,200,,,3.2,20,10,-0.1000000015,200,7/1/21,N.A.,-0.0260256,1.00E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,12.9304
FACQU US,Foresight Acquisition Corp II,200,,,,20.65,0,,257.5, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
EDNCU US,Endurance Acquisition Corp,200,,,,20,10,-1.5,200,9/15/21,N.A.,-0.1,1.98E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,9.9
FHLTU US,Future Health ESG Corp,200,,,-0.2,20,10,-1,200,9/10/21,36118W201,-0.1,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
GIFFU US,GigCapital6 Inc,200,,,,20.8,0,,208, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
1873630D US,FirstMark Acquisition Corp II,200,,,,20,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
SCIBU US,Science Strategic Acquisition Corp Bravo,200,,,,20,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
FSTNU US,Freestone Acquisition Corp,200,,,,20,0,,200,6/10/22,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
LCLA/U US,L Catterton Latin America Acquisition Corp,200,,,,20,0,,0,11/29/22,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
DALS US,DA32 Life Science Tech Acquisition Corp,200,,,0.8,25.65,10,-1.600000024,256.5,7/28/21,23312M106,-0.0427159,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
GHACU US,Gaming & Hospitality Acquisition Corp,200,,,1.5,20,10,3.5,200,2/3/21,364681205,-0.1,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
1869885D US,Blueprint Health Merger Corp,200,,,,20,0,,0,12/9/21,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
BGSX/U US,Build Acquisition Corp,200,,,4.3,20,10,-0.200000003,200,3/17/21,12008J204,,2,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,1.00E-05
RMGDU US,RMG Acquisition Corp IV,200,,,,20,0,,275, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
VCXAU US,African Agriculture Holdings I,200,,-2369.4,-167.9,20.655,10,-0.6000000238,206.55,8/11/21,N.A.,-0.1,,"10.00
 - 10.00
",Priced Within Range,Agriculture,"Consumer, Non-cyclical",Pastoral&Agricultural,
LOCC/U US,Live Oak Crestview Climate Acquisition Corp,200,,,-0.2,20,10,-1.600000024,200,9/23/21,538086208,-0.0708523,1.58E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,7.92
CICX/U US,Capitol Investment Corp VI,200,,,,20,0,,0, ,14069U201,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
1873778D US,Brand Velocity Acquisition Corp,200,,,,20,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
MOOSU US,Moose Pond Acquisition Corp NCV I,200,,,,20,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
DSPQ/U US,Denham Sustainable Performance Acquisition Corp,200,,,,20,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
SDHIU US,Siddhi Acquisition Corp,200,,,,20,0,,0,4/26/22,N.A.,,2500,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,0.00905797
1875671D US,Good Commerce Acquisition Corp,200,,,,20,0,,0,3/30/22,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
AVEAU US,Avanea Energy Acquisition Corp,200,,,,20,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
ISAP/U US,Israel Amplify Program Corp,200,,,,20,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
CRUA/U US,Crucible Acquisition Corp II,200,,,,20,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
USSCU US,Constitution Acquisition Corp,200,,,,20,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
GTACU US,Global Technology Acquisition Corp I,200,,,-10,20,10,0.400000006,200,10/21/21,N.A.,-0.080374,1.20E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,57.4165
HPLTU US,Home Plate Acquisition Corp,200,,,2.8,20,10,-1.399999976,200,9/30/21,43734R202,-0.0489596,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
MPRAU US,Mercato Partners Acquisition Corp,200,,,,20,10,0.3000000119,200,11/4/21,58759A207,,2.03E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,20.9461
ARACU US,Artemis Acquisition Corp,200,,,,20,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Commercial Services,"Consumer, Non-cyclical",Inactive/Unknown,
ICGCU US,Igniting Consumer Growth Acquisition Co Ltd,200,,,,20,0,,200, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
TSIVU US,Twelve Seas Investment Co IV,200,,,,21.24,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Commercial Services,"Consumer, Non-cyclical",Inactive/Unknown,
RDTXU US,Roman DBDR Tech Acquisition Corp II,200,,,,20,0,,0, ,77585C203,,5.36E+06,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,21.4528
PRLHU US,Pearl Holdings Acquisition Corp,200,,,7.4,20,10,-0.3000000119,200,12/15/21,N.A.,0.3,1.28E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,59.049
VUSOU US,Virtuoso Acquisition Corp 2,200,,,,20,0,,200,1/12/23,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
GEEXU US,Games & Esports Experience Acquisition Corp,200,,,,20,10,1,200,12/2/21,N.A.,-0.035797,2.49E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,39.158
IFIN/U US,Currenc Group Inc,199.999,-12.8,-85,-3.5,19.9999,10,0.5,199.999,11/19/21,N.A.,0.0904076,,"10.00
 - 10.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Commercial Serv-Finance,
SEDA/U US,SDCL EDGE Acquisition Corp,199.952,,,-4.1,19.9952,10,-1,199.952,10/29/21,N.A.,-0.0402227,1.58E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,7.87687
TYRA US,Tyra Biosciences Inc,198.72,,,-29.3,40.7351,16,62.5,651.762,9/15/21,90240B106,-1.2,5.70E+07,"14.00
 - 16.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,107.302
FWRG US,First Watch Restaurant Group Inc,195.802,13.9,1.8,1.3,59.0485,18,22.94444466,1062.87,10/1/21,33748L101,1.9,7.16E+07,"17.00
 - 20.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Restaurants,117.454
TDUP US,ThredUp Inc,193.2,0.5,-29.6,-36.5,13.8,14,42.8571434,193.2,3/26/21,8.86E+106,0.00802072,6.83E+07,"12.00
 - 14.00
",Priced Within Range,Distribution/Wholesale,"Consumer, Cyclical",Distribution/Wholesale,72.0919
HMA/U US,Heartland Media Acquisition Corp,192.469,,,2,19.2469,10,0,192.469,1/21/22,42237V207,-0.0870953,2.90E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,15.046
NVACU US,NorthView Acquisition Corp,189.75,,,-90.3,18.975,10,0,189.75,12/20/21,66718N202,-0.2,6.23E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,87.2602
CSLUF US,CSLM Acquisition Corp,189.75,,,0.5,18.975,10,0.3000000119,189.75,1/13/22,N.A.,0.1,1.16E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,6.09515
BOCNU US,Blue Ocean Acquisition Corp,189.75,,,,18.975,10,0.1000000015,189.75,12/3/21,N.A.,,3.24E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,52.6733
PRCT US,PROCEPT BioRobotics Corp,188.485,64.8,-40.7,-19.4,42.1969,25,67.76000214,1054.92,9/15/21,74276L105,-1.9,5.38E+07,"22.00
 - 24.00
",Priced Above Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Instruments,98.23
CNVY US,Convey Health Solutions Holdin,186.666,19.3,-2.9,-1.1,73.0133,14,-7.142857075,1022.19,6/16/21,21258C108,-0.0341975,,"14.00
 - 16.00
",Priced Within Range,Software,Technology,Medical Information Sys,
