Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
KVUE US,Kenvue Inc,4372.17,0.0712251,6.6,3.8,0,22,22.27272797,0,5/4/23,49177J102,0.9,2.06E+09,"20.00
 - 23.00
",Priced Within Range,Cosmetics/Personal Care,"Consumer, Non-cyclical",Cosmetics&Toiletries,107.198
WAY US,Waystar Holding Corp,967.5,19.2,-2,-0.4,166.66,21.5,-3.720930338,3583.19,6/7/24,946784105,1.1,1.55E+08,"20.00
 - 23.00
",Priced Within Range,Software,Technology,Medical Information Sys,90.2899
ULS US,UL Inc,946.4,7.1,11.3,11.7,33.8,28,24.7857151,946.4,4/12/24,903731107,2.6,6.97E+07,"26.00
 - 29.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Commercial Services,112.363
NXT US,NEXTracker Inc,734.16,31.4,12.2,21.9,42.525,24,26.91666603,1020.6,2/9/23,6.53E+105,5.5,1.72E+08, ,,Electronics,Industrial,Electronic Measur Instr,119.716
CART US,Maplebear Inc,660,11,13.5,10.3,279.459,30,12.33333302,8383.77,9/19/23,565394103,2.6,2.11E+08,"28.00
 - 30.00
",Priced Within Range,Internet,Communications,E-Commerce/Services,80.5504
KVYO US,Klaviyo Inc,658.92,34.2,-4.9,-3.9,0,30,9.199999809,0,9/20/23,49845K101,0.6,8.50E+07,"27.00
 - 29.00
",Priced Above Range,Software,Technology,Enterprise Software/Serv,93.8858
SLRN US,ACELYRIN Inc,621,,,-40.2,97.2002,18,30.55555534,1749.6,5/5/23,00445A100,-3,1.07E+08,"16.00
 - 18.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,105.996
AACT/U US,Ares Acquisition Corp II,450,,,4.8,45,10,0.6999999881,450,4/21/23,N.A.,-0.0148769,1.92E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,3.84146
NBBK US,NB Bancorp Inc,409.9,28,24.4,,0,10,37.70000076,0,12/28/23,63945M107,1.1,2.27E+07, ,,Banks,Financial,Commer Banks Non-US,54.1743
SVV US,Savers Value Village Inc,401.251,2.4,1.8,1.5,160.453,18,27.27777863,2888.15,6/29/23,80517M109,0.8,1.73E+08,"15.00
 - 17.00
",Priced Above Range,Retail,"Consumer, Cyclical",Retail-Misc/Diversified,109.151
CAVA US,Cava Group Inc,365.444,32.2,13.5,12.1,113.552,22,99,2498.14,6/15/23,148929102,1.4,8.96E+07,"19.00
 - 20.00
",Priced Above Range,Retail,"Consumer, Cyclical",Retail-Restaurants,77.4758
RYZB US,RayzeBio Inc,357.646,,,,60.787,18,33.33333206,1094.17,9/15/23,75525N107,-14,2.31E+07,"16.00
 - 18.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,37.8364
APGE US,Apogee Therapeutics Inc,345.057,,,-31.5,0,17,24.88235283,0,7/14/23,03770N101,-3.1,6.07E+07,"15.00
 - 17.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,131.927
AESI US,Atlas Energy Solutions Inc,324,71.9,5.6,3.7,49.7831,18,-5.833333492,896.096,3/9/23,642045108,2.3,1.03E+08,"20.00
 - 23.00
",Priced Below Range,Oil&Gas Services,Energy,Oil-Field Services,83.3924
2310932D US,AESI Holdings Inc,324,,,,57.1475,18,-5.833333492,1028.65,3/9/23,04930R107,,409,"20.00
 - 23.00
",Priced Below Range,Oil&Gas Services,Energy,Oil-Field Services,0.000715692
TFG US,Fortegra Group/The LLC,324,26.8,3.7,,0,0,,0, ,34962T101,,,"15.00
 - 18.00
",,Insurance,Financial,Property/Casualty Ins,
ATMU US,Atmus Filtration Technologies Inc,316.74,2.5,11.1,16.2,85.4165,19.5,11.02564144,1665.62,5/26/23,04956D107,1.2,9.10E+07,"18.00
 - 21.00
",Priced Within Range,Electronics,Industrial,Electronic Compo-Misc,110.104
NETDU US,Nabors Energy Transition Corp II,305,,,3.6,30.5,10,1.100000024,305,7/14/23,N.A.,-0.00812228,444439,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,1.45718
ANSCU US,Agriculture & Natural Solutions Acquisition Corp,300,,,2.3,0,10,0.5,0,11/9/23,N.A.,,2.94E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,8.51875
KGS US,Kodiak Gas Services Inc,294.4,36.3,4.3,1.3,75,16,-1.875,1200,6/29/23,50012A108,3.9,8.67E+07, ,,Oil&Gas Services,Energy,Oil-Field Services,98.5845
CRGX US,Cargo Therapeutics Inc,281.25,,,-38.6,38.6725,15,-3.133333445,580.087,11/10/23,14179K101,-3.1,5.81E+07,"15.00
 - 17.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,126.267
NMRA US,Neumora Therapeutics Inc,250.07,,,,151.949,17,-4.411764622,2583.13,9/15/23,640979100,-1.1,1.05E+08,"16.00
 - 18.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,64.9019
IPXXU US,USA Rare Earth Inc,250,,,,23,10,0.6999999881,230,5/25/23,N.A.,,1.61E+07,"10.00
 - 10.00
",Priced Within Range,Mining,Basic Materials,Diversified Minerals,64.2686
HYAC/U US,Haymaker Acquisition Corp 4,230,,,4.6,0,10,1.200000048,0,7/26/23,N.A.,-0.0142092,348278,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,1.4635
MLYS US,Mineralys Therapeutics Inc,220.8,,,-77.7,40.8567,16,15.25,653.707,2/10/23,603170101,-3.4,5.35E+07,"14.00
 - 16.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,82.4015
LEGT/U US,Legato Merger Corp III,201.25,,,3.8,20.6478,10,0.5500000119,180.228,2/6/24,N.A.,-0.0327331,7.32E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,28.3899
IBLUU US,Blue Room Acquisition Corp,200,,,,0,0,,0,1/9/24,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
MNR US,Mach Natural Resources LP,190,27.2,19.1,7.9,95,19,-3.473684311,1805,10/25/23,55445L100,5.1,8.42E+07,"19.00
 - 21.00
",Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,71.1336
GPCR US,Structure Therapeutics Inc,185.265,,,-17.6,12.351,15,73.33333588,185.265,2/3/23,8.64E+110,-0.7,8.23E+07, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,143.542
CLBR/U US,Colombier Acquisition Corp II,170,,,3.2,17,10,-0.1000000015,170,11/21/23,N.A.,-0.1,1.58E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,9.27599
SDHC US,Smith Douglas Homes Corp,161.538,27.5,1.6,3.8,7.6923,21,14.28571415,161.538,1/11/24,83207R107,0.3,1.15E+07,"18.00
 - 21.00
",Priced Within Range,Home Builders,"Consumer, Cyclical",Bldg-Residential/Commer,127.563
2332647D US,FG Merger III Corp,150,,,,15.39,0,,0,11/21/24,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
KVACU US,Keen Vision Acquisition Corp,149.5,,,6.5,0,10,0.8000000119,0,7/25/23,N.A.,-0.0637492,83242,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,0.429834
SBXC/U US,SilverBox Corp III,138,,,4.5,13.8,10,0.6999999881,138,2/28/23,82836N206,-0.1,800000,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,11.0645
GRDN US,Guardian Pharmacy Services,128.8,,-8.9,,0,14,14.28571415,0,9/26/24,40145W101,0.9,1.64E+07,"14.00
 - 16.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Whsle Drug Dist,177.913
TXO US,TXO Partners LP,115,-25.7,8.3,2.7,30,20,10,600,1/27/23,87313P103,3,1.38E+07,"19.00
 - 21.00
",Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,33.5832
IBACU US,IB Acquisition Corp,115,,,,15.2405,10,-0.1000000015,152.405,3/26/24,44934N207,,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
GUTS US,Fractyl Laboratories Inc,109.999,-22.5,-73864.5,,47.6072,15,-14.33333302,714.108,2/2/24,35168W103,-1.5,4.30E+07,"14.00
 - 16.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,87.8578
SPKLU US,Spark I Acquisition Corp,100,,,,10,10,0.8999999762,100,10/6/23,N.A.,-0.1,267405,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,2.67405
MISNU US,Mission Control Acquisition Corp,100,,,,10,0,,0,7/26/24,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
FPAQU US,FPA Energy Acquisition Corp,100,,,,10,0,,0,8/13/24,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
LXEO US,Lexeo Therapeutics Inc,99.9999,,,-68.5,25.1693,11,-8.636363983,276.862,11/3/23,52886X107,-2.5,3.74E+07,"13.00
 - 15.00
",Priced Below Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,112.524
NCDL US,Nuveen Churchill Direct Lending Corp,99.275,38.5,51.9,6,54.8157,18.05,-1.108029008,989.423,1/25/24,67090S108,-5.4,2.34E+07,"18.05
 - 18.05
",Priced Within Range,Investment Companies,Financial,Investment Companies,45.7556
BVFL US,BV Financial Inc,97.99,4.2,30.9,1.3,0,10,2.400000095,0,8/1/23,5.60E+211,1.5,5.40E+06,"10.00
 - 10.00
",Priced Within Range,Savings&Loans,Financial,S&L/Thrifts-Eastern US,50.9509
SGMT US,Sagimet Biosciences Inc,96.4288,,,-35.4,21.3616,16,-0.3125,341.786,7/14/23,786700104,-1.3,2.34E+07,"15.00
 - 17.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,76.3923
SRBK US,SR Bancorp Inc,90.552,120.7,-40.4,-1.3,0,10,-7.199999809,0,9/20/23,85227J106,-0.2,3.20E+06,"10.00
 - 10.00
",Priced Within Range,Banks,Financial,Commer Banks Non-US,33.9057
TSBX US,Turnstone Biologics Corp,87.8208,,,-92.6,22.8397,12,-8.333333015,274.076,7/21/23,90042W100,-2.9,1.51E+07,"12.00
 - 14.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,65.0645
NTHI US,Neonc Technologies Holdings Inc,82.5,17.7,-14335.5,-508.2,20.3575,0,,0,6/12/24,64051A101,-0.2,,"11.25
 - 13.75
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
FGMCU US,FG Merger II Corp,80,,,-15.2,8.2958,10,-1.700000048,82.958,1/29/25,30334J201,-0.00451255,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
NNAGU US,99 Acquisition Group Inc,75,,,2.8,7.5,10,1.600000024,75,8/18/23,65445K200,-0.0482133,464709,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,5.80886
AMGSU US,Prospect Energy Holdings Corp,75,,,,7.5,0,,0,9/16/24,N.A.,,,"10.00
 - 10.00
",,N.A.,N.A.,N.A.,
AFJKU US,Aimei Health Technology Co Ltd,69,,,,8.765,10,1.5,87.65,12/4/23,N.A.,-0.0744836,2.69E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,34.24
IROHU US,Iron Horse Acquisitions Corp,69,,,3.7,6.8,10,0.3000000119,68,12/27/23,462837204,-0.1,576461,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,6.5012
NOEMU US,CO2 Energy Transition Corp,69,,,0.0074419,6.9,10,-0.200000003,69,11/20/24,12664M202,-0.1,6.63E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,69.2068
QETAU US,Quetta Acquisition Corp,69,,,2.8,6.9,10,0.8999999762,69,10/6/23,74841A204,-0.0653275,1.97E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,22.0314
AITRU US,Ai Transportation Acquisition Corp,60,,,,5.259,10,1.600000024,52.59,11/9/23,N.A.,,2.13E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,27.1751
BOWNU US,Bowen Acquisition Corp,60,,,4,6.33,10,1.299999952,63.3,7/12/23,N.A.,-0.0468317,358675,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,4.01135
BAYAU US,Bayview Acquisition Corp,60,,,3.4,7.7325,10,0.6999999881,77.325,12/15/23,07323B209,-0.0901994,554786,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,10.1954
GENK US,GEN Restaurant Group Inc,49.68,15.1,0.2,0.2,4.14,12,27.83333397,49.68,6/28/23,36870C104,3.8,2.86E+06, ,,Retail,"Consumer, Cyclical",Retail-Restaurants,53.1905
CPBI US,Central Plains Bancshares Inc,41.308,,21.7,0.7,4.1308,10,-9,41.308,10/20/23,15486W100,3.3,1.61E+06,"10.00
 - 10.00
",Priced Within Range,Banks,Financial,Commer Banks Non-US,37.9301
FADL LN,Fadel Partners Inc,35.6462,9.8,-10.6,-29.5,0,144,2.083333254,0, ,N.A.,-0.3,7.88E+06, ,,Computers,Technology,Computer Services,38.9504
ISPR US,Ispire Technology Inc,33.985,31.4,-9.7,-20.6,53.405,7,7.857142925,373.835,4/4/23,46501C100,-0.3,5.51E+06,"6.00
 - 8.00
",Priced Within Range,Agriculture,"Consumer, Non-cyclical",Tobacco,9.65383
SHIM US,Shimmick Corp,25.025,-24.1,-25.9,-37.7,25.493,7,-8.571428299,178.451,11/14/23,82455M109,-0.7,2.38E+07,"10.00
 - 12.00
",Priced Below Range,Engineering&Construction,Industrial,Building-Heavy Construct,69.1981
1915434D US,Atlantic International Corp,20,,-30.6,-213,10.4,0,,0, ,81734C205,,,"12.50
 - 12.50
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
THNK US,T1V Inc,19.8,9.8,-40.4,-86.5,8.6696,0,,0, ,N.A.,,,"4.00
 - 6.00
",,Software,Technology,Applications Software,
RVGO US,Rvelocity Inc,18.75,,,,14.4823,0,,0, ,N.A.,,,"4.00
 - 5.00
",,Commercial Services,"Consumer, Non-cyclical",Rental Auto/Equipment,
UNFL US,Unifoil Holdings Inc,18,,,,14.2091,0,,0, ,904723103,,,"3.00
 - 4.00
",,Packaging&Containers,Industrial,Containers-Paper/Plastic,
2219807D US,Channel Therapeutics Corp,17.9839,,,,7.6067,0,,0, ,N.A.,,,"3.00
 - 4.50
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
MGRM US,Monogram Technologies Inc,17.2159,,,-95,30.917,7.25,62.06896591,224.148,5/18/23,609786108,-0.4,1.67E+06, ,,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,4.74145
2389772D US,Vocodia Holdings Corp,15.066,-61,-3397.7,,8.3035,4,,33.214,2/22/24,N.A.,,,"7.00
 - 9.00
",Priced Below Range,Software,Technology,Applications Software,
CRGT US,Cortigent Inc,15,,,-310.9,6.5,0,,0, ,22059C107,-1.1,,"10.00
 - 10.00
",,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
DCSX US,Direct Communication Solutions Inc,14.8,-42.3,-39,-19.3,4.155,0,,0, ,25460P203,,,"6.00
 - 8.00
",,Computers,Technology,Computer Services,
RMIC US,Reticulate Micro Inc,14,,-14018.9,-340.5,12.1132,0,,0,5/23/24,N.A.,,,"5.00
 - 7.00
",,Software,Technology,Communications Software,
ENL AU,Enlitic Inc,13.6745,129.4,-1412.4,-118.2,86.273,0.83,2.409640551,46.5085, ,N.A.,-0.0795079,1.22E+08, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,21.1311
LEC US,Lafayette Energy Corp,12.5,,,-488.6,21.1033,0,,0,8/17/23,506240100,-0.0232114,,"4.00
 - 5.00
",,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
LEC US,Lafayette Energy Corp,12.5,,,-488.6,21.1366,0,,0, ,506240100,-0.0232114,,"4.00
 - 5.00
",,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
TRNR US,Interactive Strength Inc,12,459.2,-649.3,-137,14.3271,8,-17.375,114.617,4/28/23,45840Y302,-69.2,24789,"6.00
 - 8.00
",Priced Within Range,Software,Technology,Applications Software,0.302173
2298280D US,Six15 Technologies Holding Corp,12,,,,6.9951,0,,0, ,N.A.,,,"4.00
 - 6.00
",,Computers,Technology,Computers-Other,
JETR US,Star Jets International Inc,11.5,22.6,-6.9,-65.5,20.8963,0,,0, ,855140109,,10000,"4.00
 - 4.00
",,Airlines,"Consumer, Cyclical",Airlines,0.871224
OPHV US,Opti-Harvest Inc,11.0016,,-30094.3,,0,0,,0,3/29/24,N.A.,-0.2,,"4.15
 - 4.15
",,Machinery-Diversified,Industrial,Machinery-Farm,
RR US,Richtech Robotics Inc,10.713,-51.5,-191.9,-28,19.8556,5,5,99.278,11/17/23,765504105,-0.0723335,6.00E+06,"4.00
 - 6.00
",Priced Within Range,Machinery-Diversified,Industrial,Industrial Automat/Robot,8.04928
EVMO US,EV Mobility LLC,10.5,,,,11.75,0,,0, ,N.A.,,,"4.00
 - 6.00
",,Commercial Services,"Consumer, Non-cyclical",Rental Auto/Equipment,
MSS US,Maison Solutions Inc,10,4.7,-5.7,-5.7,16.26,4,124,65.04,10/5/23,560667107,-0.2,1.36E+06,"4.00
 - 4.00
",Priced Within Range,Food,"Consumer, Non-cyclical",Food-Retail,7.77655
ROLR US,High Roller Technologies Inc,10,-6,-21.2,-41.6,8.26627,8,-2.625,66.1301,10/23/24,42981K100,-0.5,30015,"8.00
 - 10.00
",Priced Within Range,Software,Technology,Entertainment Software,0.358374
INHD US,Inno Holdings Inc,10,10.7,-362.9,-95.7,20.7517,4,246.75,83.0068,12/14/23,4576JP208,-2.5,333952,"4.00
 - 4.00
",Priced Within Range,Iron/Steel,Basic Materials,Steel-Producers,7.57178
KMCM US,Key Mining Corp,9.9999,,,,23.75,0,,0, ,493126106,,,"2.00
 - 2.25
",,Mining,Basic Materials,Diversified Minerals,
2252814D US,JP Outfitters Inc,9.6,,,,17.4,0,,0, ,N.A.,,,"4.00
 - 4.00
",,N.A.,N.A.,N.A.,
