Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
SYCRF US,Syncora Holdings Ltd,480.518,69.2,-29.7,-2.7,64.1364,20.5,0,1314.8,8/2/06,N.A.,,,"21.00
 - 23.00
",Priced Below Range,Insurance,Financial,Financial Guarantee Ins,
NEG US,NEG Inc,460,,,,0,0,,0, ,640129102,,, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
MWA US,Mueller Water Products Inc,460,3,8.8,8.7,28.75,16,4.6875,460,5/26/06,624758108,1.5,1.75E+08,"16.00
 - 18.00
",Priced Within Range,Machinery-Diversified,Industrial,Machinery-Pumps,111.723
FSLR US,First Solar Inc,458.85,26.7,30.7,11.4,72.3304,20,23.70000076,1446.61,11/17/06,336433107,11.3,1.08E+08,"17.00
 - 19.00
",Priced Above Range,Energy-Alternate Sources,Energy,Energy-Alternate Sources,100.65
EVOQ US,EVOQ Properties Inc,455.5,26.5,-234.2,,85.8652,10,6,858.65,1/25/07,300504107,,,"12.00
 - 14.00
",Priced Below Range,Real Estate,Financial,Real Estate Oper/Develop,
CLR US,Continental Resources Inc/OK,442.5,-3.9,26,9,168.019,15,-6,2520.28,5/15/07,212015101,12.9,5.46E+06,"16.00
 - 18.00
",Priced Below Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,1.52808
NMX US,NYMEX Holdings Inc,441.025,,,4.8,87.965,59,125.4067764,5189.94,11/16/06,62948N104,,,"54.00
 - 57.00
",Priced Above Range,Diversified Finan Serv,Financial,Finance-Other Services,
GDL US,GDL Fund/The,425,,,,0,20,0,0,1/26/07,361570104,,6.15E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,54.6699
8139115Q US,GNC Corp,423.54,,,4.3,59.9551,0,,0, ,3.63E+108,,,"16.00
 - 18.00
",,Retail,"Consumer, Cyclical",Retail-Vitamins/Nutr Sup,
IRR US,Voya Natural Resources Equity Income Fund,415,,,,0,20,0.05000000075,0,10/25/06,92913C106,,4.08E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,19.3655
AGD US,abrdn Global Dynamic Dividend Fund,414,,,,0,20,0,0,7/26/06,00302M106,,1.25E+07,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,50.3552
NGLS US,Targa Resources Partners LP,405.72,-4.7,-21.2,,0,21,13.14285755,352.8,2/9/07,87611X105,6.1,,"19.00
 - 21.00
",Priced Within Range,Pipelines,Energy,Pipelines,
BARE US,Bare Escentuals Inc,404.8,,,28.3,89.4281,22,23.40909004,1967.42,9/29/06,67511105,,,"15.00
 - 17.00
",Priced Above Range,Cosmetics/Personal Care,"Consumer, Non-cyclical",Cosmetics&Toiletries,
2907220Q US,RBS Global Inc,400,12.5,-2.1,,0,0,,0, ,N.A.,,, ,,Machinery-Diversified,Industrial,Machinery-General Indust,
CLWR US,Clearwire Corp,400,0.9,-57.6,-9.4,0,0,,0, ,18538Q105,-0.8,, ,,Telecommunications,Communications,Telecom Services,
AVRNQ US,Aventine Renewable Energy Holdings Inc/Old,389.513,-73.5,-7.7,-6.1,41.8242,43,-10.76744175,1798.44,6/29/06,05356X403,0.9,,"40.00
 - 43.00
",Priced Within Range,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
JGV US,Nuveen Global Equity Income Fund/Acquired,387,,,,0,20,0,0,7/25/06,6706EH103,,1.71E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,9.0962
1842126D US,NuStar GP Holdings LLC,379.5,,,30,42.5,22,0,935,7/14/06,67059L102,1.1,5940,"22.00
 - 24.00
",Priced Within Range,Pipelines,Energy,Pipelines,0.013829
HWY US,Hawkeye Holdings Inc,365.909,,,,38.8649,0,,0, ,4.20E+107,,,"21.00
 - 23.00
",,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
1224790D US,NASDAQ Premium Income & Growth Fund,364,,,,0,20,0,0,1/26/07,63110R105,,,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,
3627761Q US,Logan's Roadhouse Inc,350,,,,0,0,,0, ,541200101,,, ,,Retail,"Consumer, Cyclical",Retail-Restaurants,
NEFF US,Neff Corp,345,3.4,2.7,1.9,0,0,,0, ,640094207,15.9,, ,,Commercial Services,"Consumer, Non-cyclical",Rental Auto/Equipment,
PRL US,Progress Rail Services Inc,345,,,,0,0,,0, ,N.A.,,, ,,Transportation,Industrial,Transport-Services,
ARAY US,Accuray Inc,331.2,-0.2,-3.4,-0.9,52.2124,18,58.16666794,939.82,2/8/07,4397105,-0.1,6.00E+07,"17.00
 - 18.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,58.3087
CQP US,Cheniere Energy Partners LP,326.025,-9.9,28.8,14.1,26.4164,21,3.380952358,554.74,3/20/07,16411Q101,6.1,2.25E+08,"19.00
 - 21.00
",Priced Within Range,Pipelines,Energy,Pipelines,46.5047
MAQ/U US,Marathon Acquisition Corp,320.287,,,0.8,49.4109,8,0,395.29,8/25/06,565756202,,,"8.00
 - 8.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
2806779Q US,NewPage Holding Corp,320,,,,60.9867,0,,0, ,651716102,,1.37E+06,"14.00
 - 16.00
",,Forest Products&Paper,Basic Materials,Paper&Related Products,3.01888
DEP US,Duncan Energy Partners LP,313.95,,,1,22.2516,21,9.761904716,467.28,1/31/07,265026104,,,"19.00
 - 21.00
",Priced Within Range,Pipelines,Energy,Pipelines,
0770446D US,ASAlliances Biofuels Inc,300,,,,0,0,,0, ,N.A.,,, ,,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
VCG US,Vanguard Car Rental Group Inc,300,,,,0,0,,0, ,N.A.,,, ,,Commercial Services,"Consumer, Non-cyclical",Rental Auto/Equipment,
GENN US,Genesis Healthcare Inc,297.084,-14.4,-1.5,-1.3,16.6667,15.5,2.580645084,258.33,5/15/07,37185X106,2.8,318,"14.00
 - 16.00
",Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Medical-Nursing Homes,0.000284618
2259062D US,HFF Inc,296.01,8.6,17.5,9.1,14.3,18,3.888888836,257.4,1/31/07,40418F108,3.6,,"15.00
 - 17.00
",Priced Above Range,Real Estate,Financial,Real Estate Mgmnt/Servic,
OPXT US,Oclaro Fiber Optics Inc,291.687,,,-25.1,64.5491,15,16,968.24,2/15/07,68375V105,,,"13.00
 - 15.00
",Priced Within Range,Telecommunications,Communications,Telecommunication Equip,
CDVIQ US,Cal Dive International Inc,288.249,11.2,-7,-14,84.6797,13,-5,1100.84,12/14/06,12802T101,-0.3,,"13.00
 - 13.00
",Priced Within Range,Oil&Gas Services,Energy,Oil-Field Services,
SOFS US,Stallion Oilfield Services Ltd,287.5,,,,0,0,,0, ,N.A.,,, ,,Oil&Gas Services,Energy,Oil-Field Services,
2918594Z US,Madison River Communications Corp,287.5,,,,0,0,,0, ,N.A.,,, ,,Telecommunications,Communications,Telecom Services,
GHSEQ US,GateHouse Media LLC,285.66,-6.6,-6,-36.4,38.873,18,17.61111069,699.71,10/25/06,367348109,0.4,,"16.00
 - 18.00
",Priced Within Range,Media,Communications,Publishing-Newspapers,
VTG/U US,Vantage Drilling Co,276,75.9,-1.2,-2.5,0,8,1,0,5/24/07,N.A.,-1.4,,"8.00
 - 8.00
",Priced Within Range,Oil&Gas,Energy,Oil&Gas Drilling,
EROC US,Eagle Rock Energy Partners LP,265.312,1.2,-68.6,-11.9,22.1553,19,-5.263157845,420.95,10/25/06,26985R104,0.7,,"19.00
 - 21.00
",Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
CAF US,Morgan Stanley China A Share Fund Inc,261.937,,,,0,20,0.400000006,0,9/28/06,617468103,,1.66E+07,"20.00
 - 20.00
",Priced Within Range,Country Funds-Closed-end,Financial,Finance-Investment Fund,97.2755
1793654D US,Highland Distressed Opportunities Inc,259.264,-125.4,,-49.8,17.6176,15,0,264.26,2/22/07,430067108,7.6,,"15.00
 - 15.00
",Priced Within Range,Investment Companies,Financial,Investment Companies,
1846567D US,Information Services Group Inc,258.75,-14.9,1.1,1.2,0,8,1.875,0,2/1/07,45675Y203,,,"8.00
 - 8.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Consulting Services,
MRL US,Datasite Global Corp,253,15.3,-2.7,7.1,0,0,,0, ,N.A.,,, ,,Commercial Services,"Consumer, Non-cyclical",Commercial Serv-Finance,
QRR US,Quadra Realty Trust Inc,250.05,,,,25.7201,15,1.066666722,385.8,2/15/07,746945104,,,"15.00
 - 17.00
",Priced Within Range,REITS,Financial,REITS-Mortgage,
KED US,Kayne Anderson Energy Development Co,250,,,,10.0001,25,-4,250,9/21/06,48660Q102,,1.36E+06,"25.00
 - 25.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,12.7225
NTQ/U US,NTR Acquisition Co,245.572,,,0.4,0,10,-0.6000000238,0,1/31/07,629415209,0.2,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
AYR US,Aircastle Ltd,240.454,7.4,9.7,1.2,51.4465,23,15.652174,1183.27,8/8/06,N.A.,23789.1,,"21.00
 - 23.00
",Priced Within Range,Diversified Finan Serv,Financial,Finance-Leasing Compan,
NEWS US,First Eagle Private Credit LLC,234.6,38.5,9.2,0.4,36.2643,17,4.176470757,616.49,12/14/06,65251F105,9,1402,"15.00
 - 17.00
",Priced Within Range,Diversified Finan Serv,Financial,Finance-Commercial,0.00337381
PSF LN,Peach Holdings Inc,232.229,,,,104.278,309,5.663430214,562.915, ,N.A.,,, ,,Investment Companies,Financial,Investment Companies,
1783796D US,Otis Spunkmeyer Holdings Inc,230,,,,0,0,,0, ,689020105,,, ,,Food,"Consumer, Non-cyclical",Food-Baking,
NCY US,NY Credit Corp,230,,,,0,0,,0, ,N.A.,,, ,,Diversified Finan Serv,Financial,Finance-Other Services,
SDXC US,Switch & Data Facilities Co Inc,228.083,19.7,0.2,0.4,33.8067,17,11.76470566,574.71,2/8/07,871043105,1.5,,"14.00
 - 16.00
",Priced Above Range,Telecommunications,Communications,Networking Products,
2906824Q US,Brand Industrial Services Inc,225.75,,,,28.0823,0,,0, ,10524P100,,,"19.00
 - 21.00
",,Engineering&Construction,Industrial,Building-Heavy Construct,
STAQU US,Stoneleigh Partners Acquisition Corp,222.78,,,0.4,0,8,0.75,0,5/31/07,861923209,,,"8.00
 - 8.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
FGXI US,FGX International Holdings Ltd,220.8,9.3,6.3,6.2,21.3043,16,6.5625,340.87,10/25/07,N.A.,1.8,,"14.00
 - 16.00
",Priced Within Range,Distribution/Wholesale,"Consumer, Cyclical",Distribution/Wholesale,
PTMN US,Portman Ridge Finance Corp,216.93,-18.1,-9.5,-1.1,17.9463,15,5.733333111,269.19,12/12/06,73688F201,6.1,2.12E+06,"14.00
 - 16.00
",Priced Within Range,Investment Companies,Financial,Investment Companies,23.0532
EII/U US,Energy Infrastructure Acquisition Corp,209.25,,,-3.8,27.2217,10,-2,272.22,7/18/06,29269P208,-0.0464996,,"10.00
 - 10.00
",Priced Within Range,Investment Companies,Financial,Capital Pools,
GGA/U US,GSC Acquisition Co,207,,,-1.9,0,10,2.700000048,0,6/26/07,40053G205,,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
2128424D US,Ascent Energy Inc,201.25,,,,0,0,,0, ,04362R104,,, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
RPSE LN,ReSearch Pharmaceutical Services Inc,200.357,28,1.1,2.8,23.3333,6,-52.164814,250.446, ,N.A.,-0.0200944,, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
0852651D US,Metals USA Holdings Corp,200,5.1,2.6,5.3,0,0,,0, ,59132A104,1.8,, ,,Iron/Steel,Basic Materials,Steel-Producers,
3012714Z US,Edgen Murray PLC,200,,,,0,0,,0, ,N.A.,,, ,,Iron/Steel,Basic Materials,Steel-Specialty,
GDDY US,GoDaddy Inc,200,7.5,20.4,11.8,0,0,,0, ,380237107,9.1,1.60E+08, ,,Internet,Communications,Web Hosting/Design,112.142
1817382D US,DCT Industrial Trust Inc,199.675,8,24.3,3,168.355,12.25,0.8163265586,2062.35,12/13/06,233153204,2.6,,"11.50
 - 12.50
",Priced Within Range,REITS,Financial,REITS-Warehouse/Industr,
BTA US,BlackRock Long-Term Municipal Advantage Trust,198.975,,,,13.27,15,0,199.05,2/24/06,09250B103,,3.66E+06,"15.00
 - 15.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,27.237
FMR US,First Mercury Financial Corp,189.75,,,1.3,17.3308,17,14.70588207,294.62,10/18/06,320841109,,,"16.00
 - 18.00
",Priced Within Range,Insurance,Financial,Property/Casualty Ins,
FHY US,First Trust Strategic High Income Fund II,188,,,,0,20,0,0,3/29/06,337353304,,3.02E+06, ,,Debt Fund,Funds,Unclassified,43.2653
GTLS US,Chart Industries Inc,187.5,24.1,5.2,2.4,25.588,15,1.333333373,383.82,7/25/06,16115Q308,11.9,5.54E+07,"19.00
 - 21.00
",Priced Below Range,Machinery-Diversified,Industrial,Machinery-General Indust,123.261
CVLT US,CommVault Systems Inc,185.278,6.9,20.1,18.7,41.651,14.5,17.24137878,603.94,9/21/06,204166102,4.6,4.98E+07,"12.50
 - 14.50
",Priced Within Range,Software,Technology,Data Processing/Mgmt,113.186
JGG US,Nuveen Global Income Opportunities Fund,185,,,,0,20,0.05000000075,0,6/28/06,67073C104,,,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,
COWN US,Cowen Inc,184.278,-27.2,4.9,0.8,15,16,-0.75,240,7/13/06,223622606,6,1.33E+06,"19.00
 - 21.00
",Priced Below Range,Diversified Finan Serv,Financial,Finance-Invest Bnkr/Brkr,4.71753
9876533D US,Delek US Energy Inc,184,-27.1,-3.6,-3.6,51.8899,16,1.5625,830.24,5/4/06,246647101,4.3,,"14.00
 - 16.00
",Priced Within Range,Oil&Gas,Energy,Oil Refining&Marketing,
0618586D US,Buckeye GP Holdings LP,178.5,,,1.6,28.3,17,-4.529411793,481.1,8/4/06,118167105,,,"19.00
 - 21.00
",Priced Below Range,Pipelines,Energy,Pipelines,
DEEPQ US,Superior Offshore International Inc,175.375,195.5,19.9,,25.6667,15,16.93333244,385,4/20/07,86825Q104,,,"14.00
 - 16.00
",Priced Within Range,Oil&Gas Services,Energy,Oil-Field Services,
WERI US,Windsor Energy Resources Inc,175,,,,0,0,,0, ,973580103,,, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
MBH/U US,MBF Healthcare Acquisition Corp,172.5,,,0.1,26.5938,8,0.25,212.75,4/18/07,552650202,0.0562777,,"8.00
 - 8.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
TCMS US,TMS International Corp/DE,172.5,,,,0,0,,0, ,N.A.,,, ,,Iron/Steel,Basic Materials,Metal-Iron,
MVO US,MV Oil Trust,172.5,2.8,95,378.7,12.625,20,11.85000038,252.5,1/19/07,553859109,,251914,"19.00
 - 21.00
",Priced Within Range,Oil&Gas,Energy,Oil-US Royalty Trusts,2.19056
IPGP US,IPG Photonics Corp,170.775,-24.1,-18.5,-7.2,44.2303,16.5,55.15151596,729.8,12/12/06,44980X109,5.5,3.63E+07,"13.50
 - 15.50
",Priced Above Range,Semiconductors,Technology,Electronic Compo-Semicon,84.9526
PLTE US,Evraz Claymont Steel Inc,170.085,,,9.5,17.5668,17,8.470588684,298.64,12/19/06,18382P104,,,"15.00
 - 17.00
",Priced Within Range,Iron/Steel,Basic Materials,Steel-Producers,
DIVX US,NLD LLC,167.44,-24.8,0.1,1.1,33.4314,16,16.875,534.9,9/22/06,255413106,0.5,,"12.00
 - 14.00
",Priced Above Range,Software,Technology,Applications Software,
KBW US,KBW LLC,164.22,,,-5.2,30.5791,21,27.76190567,642.16,11/9/06,482423100,,,"19.00
 - 21.00
",Priced Within Range,Diversified Finan Serv,Financial,Finance-Invest Bnkr/Brkr,
USBE US,US BioEnergy Corp,161,,,1.8,67.7344,14,7.857142925,948.28,12/15/06,90342V109,,,"15.00
 - 17.00
",Priced Below Range,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
CVHL US,CV Holdings Inc/United States,160.028,,-148.2,-9,29.1755,14.5,3.448275805,423.04,9/28/06,12661F101,0.4,,"15.00
 - 17.00
",Priced Below Range,REITS,Financial,REITS-Mortgage,
BBND US,BigBand Networks Inc,159.965,-19.9,-28.2,-20.2,57.1191,13,30.76922989,742.55,3/15/07,89750509,-0.3,,"10.00
 - 12.00
",Priced Above Range,Telecommunications,Communications,Telecommunication Equip,
AIMC US,Altra Industrial Motion Corp,155.25,2.4,6.5,3.2,23.0876,13.5,5.85185194,311.68,12/15/06,02208R106,1.9,9.08E+06,"14.00
 - 16.00
",Priced Below Range,Machinery-Diversified,Industrial,Machinery-General Indust,13.8901
HLYS US,Heelys Inc,155.164,5.1,-17.4,-9.9,27.0289,21,55.23809433,567.61,12/8/06,42279M107,-0.3,2700,"16.00
 - 18.00
",Priced Above Range,Apparel,"Consumer, Cyclical",Footwear&Related Apparel,0.00979288
ATN US,Atlas Energy Resources LLC,152.749,,,7.1,37.6231,21,5.238095284,790.09,12/13/06,49303100,,,"19.00
 - 21.00
",Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
SHJ/U US,Barzel Industries Inc,150,,,-19.7,0,8,0.125,0,3/7/07,66986M209,,,"8.00
 - 8.00
",Priced Within Range,Iron/Steel,Basic Materials,Steel-Producers,
TECC US,T-Equity Capital Corp,150,,,,10.0001,0,,0, ,87239F106,,,"15.00
 - 15.00
",,Investment Companies,Financial,Investment Companies,
CBEN US,CompBenefits Corp,150,8.6,5.8,-30.3,0,0,,0, ,20451M103,,, ,,Healthcare-Services,"Consumer, Non-cyclical",Medical-HMO,
0861757D US,Animal Health Holdings Inc,149.27,0.3,0.1,0.7,24.333,11,13.18181801,267.66,1/31/07,03525N109,0.2,,"10.00
 - 12.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Veterinary Diagnostics,
HPGP US,Hiland Holdings GP LP,148.925,,,-4,22.662,18.5,4.05405426,419.25,9/20/06,43129M107,,,"17.50
 - 19.50
",Priced Within Range,Oil&Gas,Energy,Oil Refining&Marketing,
FACE US,Physicians Formula Holdings Inc,146.625,,,2.4,13.7064,17,16,233.01,11/9/06,719427106,,,"15.00
 - 17.00
",Priced Within Range,Cosmetics/Personal Care,"Consumer, Non-cyclical",Cosmetics&Toiletries,
GEGSQ US,Global Geophysical Services Inc,145,-14.9,-53.1,-50.8,0,0,,0, ,37946S107,1.5,, ,,Oil&Gas Services,Energy,Seismic Data Collection,
TAST US,Carrols Restaurant Group Inc,143,8.4,1.8,2.3,21.6255,13,16.92307663,281.13,12/15/06,14574X104,2.7,9.97E+06,"14.00
 - 16.00
",Priced Below Range,Retail,"Consumer, Cyclical",Retail-Restaurants,18.9506
PGTI US,PGT Innovations Inc,142.059,0.8,7.1,6.7,25.8965,14,10.71428585,362.55,6/28/06,69336V101,3.3,1.70E+07,"16.00
 - 18.00
",Priced Below Range,Building Materials,Industrial,Bldg Prod-Doors&Windows,29.6569
FCSX US,FCStone Group Inc,140.76,-74.8,12,-2.7,18.1598,24,29.70833397,435.84,3/16/07,31308T100,-1.4,,"21.00
 - 24.00
",Priced Within Range,Diversified Finan Serv,Financial,Derivatives,
TRS US,TriMas Corp,139.15,3.5,2.6,1.8,33.4095,11,6.818181992,367.5,5/18/07,896215209,1.5,4.65E+07,"11.00
 - 13.00
",Priced Within Range,Packaging&Containers,Industrial,Containers-Paper/Plastic,114.137
CLNE US,Clean Energy Fuels Corp,138,-2.1,-19.9,-6.6,45.6934,12,0.3333333433,548.32,5/25/07,184499101,0.2,1.16E+08,"13.00
 - 17.00
",Priced Below Range,Retail,"Consumer, Cyclical",Retail-Petroleum Prod,51.6727
WWAYU US,Westway Group Inc,138,,,1.1,0,6,1.666666627,0,5/24/07,96169B209,,,"6.00
 - 6.00
",Priced Within Range,Storage/Warehousing,"Consumer, Cyclical",Storage/Warehousing,
LOCO US,El Pollo Loco Holdings Inc,135,0.9,5.4,4.3,0,0,,0, ,268603107,1.5,3.35E+07, ,,Retail,"Consumer, Cyclical",Retail-Restaurants,111.367
APLP US,Archrock Partners LP,132.825,,14.8,2.5,7.15,21,7.285714149,150.15,10/17/06,03957U100,3.2,7.02E+07,"19.00
 - 21.00
",Priced Within Range,Oil&Gas Services,Energy,Oil-Field Services,100
9999888D US,Legacy Reserves LP,131.1,,,,25.3603,19,6.842105389,481.85,1/12/07,524707304,,,"18.50
 - 20.50
",Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
AVAV US,AeroVironment Inc,130.985,32.5,8.3,3.2,18.1565,17,40.76470566,308.66,1/23/07,8073108,0.5,2.83E+07,"14.00
 - 16.00
",Priced Above Range,Aerospace/Defense,Industrial,Aerospace/Defense,100.383
0117799D US,Penn Virginia GP Holdings LP,127.65,31.5,4.3,2.9,39.025,18.5,-2.702702761,721.96,12/5/06,70788P105,4.5,,"18.00
 - 20.00
",Priced Within Range,Coal,Energy,Coal,
