Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
LDP US,Cohen & Steers Limited Duration Preferred and Income Fund Inc,723.229,,,,0,25,0.8000000119,0,7/27/12,19248C105,,8.30E+06,"25.00
 - 25.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,28.802
TMHC US,Taylor Morrison Home Corp,722.854,10.1,10.8,9.8,28.572,22,4.727272511,628.58,4/10/13,87724P106,2,1.05E+08,"20.00
 - 22.00
",Priced Within Range,Home Builders,"Consumer, Cyclical",Bldg-Residential/Commer,104.011
BIT US,BlackRock Multi-Sector Income Trust,720,,,,0,20,0,0,2/26/13,09258A107,,7.51E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,17.953
CVRR US,CVR Refining LP,690,27.8,1.5,16.3,151.2,25,0.200000003,3780,1/17/13,12663P107,1.2,,"24.00
 - 26.00
",Priced Within Range,Oil&Gas,Energy,Oil Refining&Marketing,
PF US,Pinnacle Foods Inc,667,0.5,16.9,9.3,117.171,20,11.05000019,2343.42,3/28/13,72348P104,3.5,,"18.00
 - 20.00
",Priced Within Range,Food,"Consumer, Non-cyclical",Food-Misc/Diversified,
NID US,Nuveen Intermediate Duration Municipal Term Fund,630,,,,0,15,-0.8000000119,0,12/6/12,670671106,,2.87E+06,"15.00
 - 15.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,6.11555
SDRMU US,SandRidge Mississippian Trust II,627.9,-30.6,57.9,50.3,49.725,21,1.190476179,1044.23,4/18/12,80007V106,-0.3,,"19.00
 - 21.00
",Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
JPI US,Nuveen Preferred Securities &,575,,,,0,25,0.03999999911,0,7/27/12,67075A106,,1.87E+06,"25.00
 - 25.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,13.2708
MMD US,NYLI MacKay DefinedTerm Muni Opportunities Fund,550.376,,,,0,20,0,0,6/27/12,56064K100,,1.38E+07,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,73.6488
0620650D US,Bluerock Enhanced Multifamily Trust Inc,500,,,,0,0,,0, ,N.A.,,,"10.00
 - 10.00
",,REITS,Financial,REITS-Apartments,
0543302D US,MVP REIT Inc,500,,,,0,0,,0, ,N.A.,,,"9.00
 - 9.00
",,REITS,Financial,REITS-Diversified,
0978577D US,Michaels Stores Inc,500,-3.7,5.3,3.6,0,0,,0, ,N.A.,4.1,, ,,Retail,"Consumer, Cyclical",Retail-Arts&Crafts,
MRC US,MRC Global Inc,477.273,-7.8,1.8,3.1,101.487,21,0.190476194,2131.23,4/12/12,55345K103,3.2,8.62E+07,"21.00
 - 23.00
",Priced Within Range,Distribution/Wholesale,"Consumer, Cyclical",Distribution/Wholesale,100.017
BERY US,Berry Global Group Inc,470.589,-3.2,4.2,3.1,112.6,16,-5,1801.6,10/4/12,08579W103,12.2,1.07E+08,"16.00
 - 18.00
",Priced Within Range,Packaging&Containers,Industrial,Containers-Paper/Plastic,91.9704
BOI US,Brookfield Mortgage Opportunity Income Fund Inc,454.132,,,,0,20,0.05000000075,0,3/26/13,112792106,,,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,
DFP US,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc,450,,,,0,25,0.03999999911,0,5/24/13,33848W106,,5.48E+06, ,,Closed-end Funds,Financial,Closed-end Funds,26.7261
MPLX US,MPLX LP,437.69,5.7,36.1,11.6,39.5465,22,23.63636398,870.02,10/26/12,55336V100,5.8,2.27E+08,"19.00
 - 21.00
",Priced Above Range,Pipelines,Energy,Pipelines,22.2214
WES US,Western Midstream Partners LP,434.68,16,43.6,12.2,214.53,22,27.27272797,4719.66,12/7/12,958669103,5.6,1.65E+08,"19.00
 - 21.00
",Priced Above Range,Pipelines,Energy,Pipelines,43.2441
1713328D US,Safety-Kleen Inc,400,,,,0,0,,0, ,N.A.,,, ,,Environmental Control,Industrial,Hazardous Waste Disposal,
WWAV US,Danone US Inc,391,8.5,5.1,4.9,23,17,-1.470588207,391,10/26/12,966244105,1.7,,"14.00
 - 16.00
",Priced Above Range,Food,"Consumer, Non-cyclical",Food-Dairy Products,
APAM US,Artisan Partners Asset Management Inc,381.369,14,23.3,17.1,12.7123,30,29.43333244,381.37,3/7/13,04316A108,5.7,6.83E+07,"27.00
 - 29.00
",Priced Above Range,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,96.9353
ROYTL US,Pacific Coast Oil Trust,370,,,6.1,38.583,20,0,771.66,5/3/12,694103102,,1.26E+07,"19.00
 - 21.00
",Priced Within Range,Oil&Gas,Energy,Oil-US Royalty Trusts,32.5623
NDP US,Tortoise Energy Independence Fund Inc,362.5,,,,0,25,0.07999999821,0,7/27/12,89148K200,,338683,"25.00
 - 25.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,20.329
CONE US,CyrusOne Inc,360.525,16.6,2.1,0.3,21.8882,19,11.57894707,415.88,1/18/13,23283R100,3.8,3.61E+07,"16.00
 - 18.00
",Priced Above Range,REITS,Financial,REITS-Diversified,27.8686
FELPQ US,Foresight Energy LP,350,-23.8,-38,-11.9,64.7389,20,-5,1294.78,6/18/14,34552U104,0.5,1.35E+06,"19.00
 - 21.00
",Priced Within Range,Coal,Energy,Coal,1.66081
1922758D US,Aviv REIT Inc,303.6,30.4,19.4,2.1,49.2097,20,12.75,984.19,3/21/13,05381L101,2.3,,"18.00
 - 20.00
",Priced Within Range,REITS,Financial,REITS-Health Care,
EQM US,EQM Midstream Partners LP,301.875,,11.2,1.6,17.3397,21,13.09523773,364.13,6/27/12,26885B100,5.5,,"19.00
 - 21.00
",Priced Within Range,Pipelines,Energy,Pipelines,
TROC US,Three Rivers Operating Co Inc,300,,,,0,0,,0, ,N.A.,,, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
0116342D US,Putnam Mortgage Recovery Fund,300,,,,0,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Debt Fund,Funds,Asset Backed Securities,
ATG US,AutoTrader.com Inc,300,,,,0,0,,0, ,N.A.,,, ,,Internet,Communications,E-Commerce/Services,
PANW US,Palo Alto Networks Inc,299.46,16.4,32.1,6.3,67.5314,42,26.5,2836.32,7/20/12,697435105,5.1,5.41E+08,"38.00
 - 40.00
",Priced Above Range,Internet,Communications,Internet Security,81.6936
DMB US,BNY Mellon Municipal Bond Infrastructure Fund Inc,292.312,,,,0,15,0,0,4/26/13,09662W109,,8.34E+06, ,,Closed-end Funds,Financial,Closed-end Funds,45.2875
SMLP US,Summit Midstream Partners LP,287.5,,,,26.2849,20,5.550000191,525.7,9/28/12,866142409,,,"19.00
 - 21.00
",Priced Within Range,Pipelines,Energy,Pipelines,
BCC US,Boise Cascade Co,284.117,-1.6,5.6,11,43.2294,21,24.52380943,907.82,2/6/13,09739D100,11.2,4.00E+07,"18.00
 - 20.00
",Priced Above Range,Building Materials,Industrial,Bldg Prod-Wood,105.086
SBY US,Silver Bay Realty Trust Corp,281.894,11.3,-1.9,-0.0686116,37.3298,18.5,-1.405405402,690.6,12/14/12,82735Q102,0.9,1649,"18.00
 - 20.00
",Priced Within Range,REITS,Financial,REITS-Apartments,0.0046488
TPH US,Tri Pointe Homes Inc,267.621,20.9,10.1,9.3,31.5979,17,12.05882359,537.16,1/31/13,87265H109,7.4,9.88E+07,"14.00
 - 16.00
",Priced Above Range,Home Builders,"Consumer, Cyclical",Bldg-Residential/Commer,107.699
SPLK US,Splunk Inc,263.925,15.3,6.2,4,92.53,17,108.7058792,1573.01,4/19/12,848637104,6,2.08E+07,"11.00
 - 13.00
",Priced Above Range,Software,Technology,Computer Software,12.3282
SXCP US,SunCoke Energy Partners LP,256.5,5.5,6.4,3,31.42,19,-3.947368383,596.98,1/18/13,86722Y101,3.5,,"19.00
 - 21.00
",Priced Within Range,Coal,Energy,Coal,
BFAM US,Bright Horizons Family Solutions Inc,255.53,11,5.2,3.6,64.3861,22,28.72727203,1416.49,1/25/13,109194100,5.8,6.95E+07,"19.00
 - 21.00
",Priced Above Range,Commercial Services,"Consumer, Non-cyclical",Schools,121.097
TAM US,Taminco Corp,254.402,7.5,-0.5,2.3,66.399,15,-3,995.99,4/18/13,87509U106,2,79451,"18.00
 - 20.00
",Priced Below Range,Chemicals,Basic Materials,Chemicals-Other,0.11941
FANG US,Diamondback Energy Inc,251.562,32.6,30.3,6.9,36.987,17.5,0,647.27,10/12/12,25278X109,30,1.89E+08,"17.00
 - 19.00
",Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,64.3387
QPP US,Quicksilver Production Partners LP,250,-9.9,27.4,,0,0,,0, ,N.A.,,, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
UTE US,Ute Energy Corp,250,286.5,30,,0,0,,0, ,917582108,,, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
GNKO US,Ginkgo Residential Trust Inc,250,,,,0,0,,0, ,N.A.,,, ,,REITS,Financial,REITS-Apartments,
NOW US,ServiceNow Inc,241.155,22.4,12.9,7.5,121.64,18,36.66666794,2189.52,6/29/12,81762P102,20.7,1.98E+08,"15.00
 - 17.00
",Priced Above Range,Software,Technology,Applications Software,95.6099
EDI US,Virtus Stone Harbor Emerging Markets Total Income Fund,240,,,,0,25,-0.07999999821,0,10/26/12,86164W100,,1.23E+06,"25.00
 - 25.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,12.2283
MXLP US,Maxum Energy Logistics Partners LP,230,55.5,-0.0194616,,0,0,,0, ,N.A.,,, ,,Oil&Gas,Energy,Oil Refining&Marketing,
SUN US,Sunoco LP,223.962,-1.6,3.8,8.1,10.9394,20.5,11.75609779,224.26,9/20/12,86765K109,4.6,6.49E+07,"19.00
 - 21.00
",Priced Within Range,Oil&Gas,Energy,Oil Refining&Marketing,47.6396
HCRSQ US,Hi-Crush Inc,219.938,-24.5,-64.9,-38.5,27.2807,17,17.64705849,463.77,8/16/12,428337109,0.3,29987,"19.00
 - 21.00
",Priced Below Range,Oil&Gas Services,Energy,Oil Field Mach&Equip,0.03002
JRI US,Nuveen Real Asset Income and Growth Fund,218.5,,,,0,20,-0.05000000075,0,4/26/12,67074Y105,,8.51E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,31.0487
CK US,CKE Inc,213.328,-3.8,-1.5,,55.911,0,,0, ,12562W104,3.87E-06,,"14.00
 - 16.00
",,Retail,"Consumer, Cyclical",Retail-Restaurants,
SXEEQ US,Southcross Energy Partners LLC,207,-7.1,-82.1,-67.3,13.5637,20,11.75,271.27,11/2/12,84130C100,0.2,,"19.00
 - 21.00
",Priced Within Range,Pipelines,Energy,Pipelines,
ETX US,Eaton Vance Municipal Income 2028 Term Trust,205,,,,0,20,0.1000000015,0,3/26/13,27829U105,,2.59E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,23.7487
WLH US,William Lyon Homes,204.343,16.1,4.3,2,0,0,,0,12/18/12,552074700,0.7,1.01E+07,"1.05
 - 1.05
",,Home Builders,"Consumer, Cyclical",Bldg-Residential/Commer,29.6852
FWMHQ US,Fairway Group Holdings Corp,204.068,2.7,-5.8,-12.3,27.8591,13,33.46154022,362.17,4/17/13,30603D109,0.3,174556,"10.00
 - 12.00
",Priced Above Range,Food,"Consumer, Non-cyclical",Food-Retail,0.583722
BLMN US,Bloomin' Brands Inc,202.331,-5.2,-3.2,-3.7,121.103,11,12.81818199,1332.13,8/8/12,94235108,2.6,9.19E+07,"13.00
 - 15.00
",Priced Below Range,Retail,"Consumer, Cyclical",Retail-Restaurants,108.168
CNGW US,CNL Growth Properties Inc,200,,-512.9,,0,0,,0,4/7/13,12625D101,-0.4,,"10.84
 - 10.84
",,REITS,Financial,REITS-Diversified,
NIQ US,Nuveen Intermediate Duration Quality Municipal Term Fund,196.324,,,,0,15,-1,0,2/8/13,670677103,,,"15.00
 - 15.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,
DKL US,Delek Logistics Partners LP,193.2,-7.8,15.1,7.7,11.9993,21,6.428571224,251.99,11/2/12,24664T103,4.3,1.29E+07,"19.00
 - 21.00
",Priced Within Range,Pipelines,Energy,Pipelines,23.9535
TMG US,Taylor & Martin Group Inc,190,33.7,3.2,,32.3945,0,,0, ,876813106,,,"8.00
 - 10.00
",,Commercial Services,"Consumer, Non-cyclical",Consulting Services,
FIVE US,Five Below Inc,187.981,8.9,6.5,6.1,53.9649,17,55.88235474,917.4,7/19/12,33829M101,7.8,6.12E+07,"15.00
 - 17.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Misc/Diversified,111.174
ALDW US,Alon USA Partners LP,184,-16.2,-0.2,6.1,0,16,15,0,11/20/12,02052T109,1.2,,"19.00
 - 21.00
",Priced Below Range,Oil&Gas,Energy,Oil Comp-Integrated,
VI US,ViSalus Inc,175,,,,0,0,,0, ,92835H100,,, ,,Retail,"Consumer, Cyclical",Retail-Vitamins/Nutr Sup,
1951614D US,Cinco Resources Inc,172.5,,,,0,0,,0, ,N.A.,,, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
FNDR US,Fender Musical Instruments Corp,160.713,13.3,2.7,,26.3618,0,,0, ,31446M306,2.6,,"13.00
 - 15.00
",,Leisure Time,"Consumer, Cyclical",Leisure&Rec Products,
MM US,Millennial Media Inc,152.49,14.2,-50.3,-44.4,74.89,13,92.30769348,973.57,3/29/12,60040N105,-0.0934105,,"9.00
 - 11.00
",Priced Above Range,Advertising,Communications,Advertising Services,
NXG US,NXG NextGen Infrastructure Inc,151.25,,,,0,25,0.03999999911,0,9/26/12,231647207,,954906,"25.00
 - 25.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,24.4605
BSPC US,Benefit Street Partners BDC Inc,150,,,,0,0,,0, ,N.A.,,, ,,Investment Companies,Financial,Investment Companies,
0538061D US,Redwood Mortgage Investors IX LLC,150,42.1,80.6,5.8,0,0,,0, ,N.A.,,,"1.00
 - 1.00
",,Diversified Finan Serv,Financial,Finance-Mtge Loan/Banker,
2306182D US,Guggenheim Credit Allocation Fund,150,,,,0,25,0,0,6/26/13,40168G108,,725059,"25.00
 - 25.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,6.38608
GIMO US,Gigamon Inc,147.488,40,15.9,-0.2,30.474,19,49.84210587,579.01,6/12/13,37518B102,1,,"18.00
 - 20.00
",Priced Within Range,Telecommunications,Communications,Networking Products,
JMI US,JAVELIN Mortgage Investment Corp,145,,-2.1,-0.0269118,7.5001,20,-2,150,10/3/12,47200B104,1,,"20.00
 - 20.00
",Priced Within Range,REITS,Financial,REITS-Mortgage,
PGZ US,Principal Real Estate Income Fund,144.8,,,,0,20,0,0,6/26/13,74255X104,,2.20E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,32.8154
LOCK US,LifeLock Inc,141.3,23.4,-8.6,2.9,86.3084,9,-7.111111164,776.78,10/3/12,53224V100,-0.0401488,,"9.50
 - 11.50
",Priced Below Range,Commercial Services,"Consumer, Non-cyclical",Commercial Services,
BLOX US,Infoblox Inc,138,17,-3.8,-3,45.1261,16,33.125,722.02,4/20/12,45672H104,1.1,29800,"12.00
 - 14.00
",Priced Above Range,Telecommunications,Communications,Networking Products,0.0530379
CAPL US,CrossAmerica Partners LP,138,-6.5,0.4,1.7,8.425,20,1.149999976,168.5,10/25/12,22758A105,2.3,9.40E+06,"19.00
 - 21.00
",Priced Within Range,Oil&Gas Services,Energy,Oil-Field Services,24.6953
RKUS US,Ruckus Wireless Inc,126,14.2,1.2,1.1,73.6858,15,-18.33333397,1105.29,11/16/12,781220108,0.4,33679,"13.00
 - 15.00
",Priced Within Range,Telecommunications,Communications,Networking Products,0.0371966
FNWB US,First Northwest Bancorp,121.67,19.1,-9.5,-0.1,13.1004,10,21.79999924,131.004,1/30/15,335834107,1.9,5.57E+06,"10.00
 - 10.00
",Priced Within Range,Banks,Financial,Commer Banks-Western US,59.0134
SCM US,Stellus Capital Investment Corp,120,-1,43.7,4.8,10.8273,15,0.5333333611,162.41,11/8/12,858568108,-1.1,3.06E+06,"15.00
 - 15.00
",Priced Within Range,Investment Companies,Financial,Investment Companies,11.1357
1537336D US,Trulia LLC,117.3,75.2,-30,-11.6,27.2767,17,41.17647171,463.7,9/20/12,897888103,0.3,,"14.00
 - 16.00
",Priced Above Range,Internet,Communications,E-Commerce/Services,
0276408D US,Connector Capital Corp,117.3,,,,6.807,0,,0, ,N.A.,,, ,,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,
GMED US,Globus Medical Inc,115,60.6,4,1.9,62.5034,12,12.5,750.04,8/3/12,379577208,3.8,1.22E+08,"12.00
 - 13.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,106.383
NGVC US,Natural Grocers by Vitamin Cottage Inc,107.144,8.8,2.7,5.5,21.803,15,19.06666756,327.05,7/25/12,63888U108,3.2,8.74E+06,"13.00
 - 15.00
",Priced Within Range,Food,"Consumer, Non-cyclical",Food-Retail,38.104
1745597D US,Tesla Energy Operations Inc/DE,105.8,82.7,32.6,2.9,73.0795,8,47.375,584.64,12/13/12,83416T100,-508777,,"8.00
 - 8.00
",Priced Within Range,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
QLYS US,Qualys Inc,104.536,9.5,28.5,19.4,31.1873,12,18,374.25,9/28/12,74758T303,6.6,3.67E+07,"11.00
 - 13.00
",Priced Within Range,Computers,Technology,Computer Data Security,100.616
WHF US,WhiteHorse Finance Inc,100.001,-10.1,11.6,1.5,14.9656,15,-7.333333492,224.48,12/5/12,96524V106,3.3,8.11E+06,"15.00
 - 15.00
",Priced Within Range,Investment Companies,Financial,Investment Companies,34.8976
GLBFX US,GL Beyond Income Fund,100,,,,0,0,,0,8/28/13,36180P100,,,"10.00
 - 10.00
",,Debt Fund,Funds,Corporate/Preferred,
LZ US,Legalzoom.com Inc,96,3.2,4.3,7.2,40.3288,0,,0, ,52466B103,0.7,1.97E+08,"10.00
 - 12.00
",,Commercial Services,"Consumer, Non-cyclical",Commercial Services,111.926
HMST US,HomeStreet Inc,95.9264,-18.9,-190.6,-1.6,3.5846,44,9.090909004,157.72,2/10/12,43785V102,-2.4,1.93E+07,"43.00
 - 45.00
",Priced Within Range,Banks,Financial,Commer Banks-Western US,102.137
2083506D US,OncoMed Pharmaceuticals Inc,93.84,16.4,-18.2,-9.2,27.7875,17,59.88235474,472.39,7/18/13,68234X102,-1.1,25835,"14.00
 - 16.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,0.0667742
PHLT US,Performant Healthcare Inc,93.15,8.1,-8,-9.8,0,9,17.77777863,0,8/10/12,7.14E+109,0.0797161,7.32E+07,"12.00
 - 14.00
",Priced Below Range,Commercial Services,"Consumer, Non-cyclical",Commercial Services,93.46
1086830D US,Paratek Pharmaceuticals Inc/Old,92,106.8,63.7,,0,0,,0, ,N.A.,-1.7,, ,,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
ADNC US,Audience Inc,89.5934,-29.2,-64.9,-60.2,19.393,17,12.35294151,329.68,5/10/12,05070J102,-1.9,,"14.00
 - 16.00
",Priced Above Range,Software,Technology,Communications Software,
SSTK US,Shutterstock Inc,87.975,6.9,3.8,3,33.5133,17,27.41176414,569.73,10/11/12,825690100,0.9,2.91E+07,"13.00
 - 15.00
",Priced Above Range,Internet,Communications,E-Commerce/Services,83.4085
TSRO US,TESARO Inc,86.8077,284.9,-222.1,-92.8,27.1007,13.5,1.407407403,365.86,6/28/12,881569107,-7.4,,"12.00
 - 15.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
ICPT US,Intercept Pharmaceuticals Inc,86.25,9.5,77.6,-12.9,15.7335,15,29.33333397,236,10/11/12,45845P108,-0.7,6.62E+06,"13.00
 - 15.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,15.8179
TRIA US,Tria Beauty Inc,86.25,,,,19.2947,0,,0, ,895822104,,,"13.00
 - 15.00
",,Cosmetics/Personal Care,"Consumer, Non-cyclical",Cosmetics&Toiletries,
NSLPQ US,New Source Energy Partners LP,85,226.8,-25.5,-93.3,5.395,20,-2.549999952,107.9,2/8/13,6.49E+113,3.3,,"19.00
 - 21.00
",Priced Within Range,Oil&Gas,Energy,Oil&Gas Drilling,
KYTH US,Kythera Biopharmaceuticals LLC,80,,,-67.4,17.9656,16,23.6875,287.45,10/11/12,501570105,-2.6,,"14.00
 - 16.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
DRTX US,Durata Therapeutics Inc,77.625,,,-78.7,17.2404,9,0.4444444478,155.16,7/19/12,26658A107,-2.4,,"11.00
 - 13.00
",Priced Below Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
DFRG US,Del Frisco's Restaurant Group Inc,75.4,28.7,-20.1,-15.9,23.7947,13,0,309.33,7/27/12,245077102,0.4,,"14.00
 - 16.00
",Priced Below Range,Retail,"Consumer, Cyclical",Retail-Restaurants,
0170085D US,ATEL Growth Capital Fund 8 LLC,75,,,,0,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Diversified Finan Serv,Financial,Finance-Commercial,
1478867D US,Extend Health Inc,75,,,,0,0,,0, ,N.A.,,, ,,Insurance,Financial,Insurance Brokers,
EXPN US,Exponential Interactive Inc,75,,,6.9,0,0,,0, ,N.A.,,, ,,Advertising,Communications,Advertising Services,
