Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
NFJ US,Virtus Dividend Interest & Premium Strategy Fund,2152.5,,,,0,25,0.6399999857,0,2/24/05,92840R101,,4.36E+07,"25.00
 - 25.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,46.0108
JQC US,Nuveen Credit Strategies Income Fund,2025,,,,0,15,0.4666666687,0,6/26/03,67073D102,,4.25E+07,"15.00
 - 15.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,31.3529
AIZ US,Assurant Inc,2024,6.7,6.4,2.2,145.072,22,12.27272701,3191.58,2/5/04,04621X108,25.5,5.46E+07,"20.00
 - 22.00
",Priced Within Range,Insurance,Financial,Property/Casualty Ins,107.316
EVV US,Eaton Vance Ltd Duration Income Fund,2020,,,,0,20,0.05000000075,0,5/27/03,27828H105,,4.30E+07,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,36.9756
8222737Q US,NXP USA Inc,1690.28,10.7,5.4,7.9,121.622,13,7.846153736,1581.09,7/16/04,35687M107,1.6,,"17.50
 - 19.50
",Priced Below Range,Semiconductors,Technology,Electronic Compo-Semicon,
GDV US,Gabelli Dividend & Income Trust/The,1654,,,,0,20,0,0,11/25/03,36242H104,,3.06E+07,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,34.398
PHK US,PIMCO High Income Fund,1575,,,,0,15,1.066666722,0,4/25/03,722014107,,2.00E+07,"15.00
 - 15.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,11.7086
IGR US,CBRE Global Real Estate Income,1515,,,,0,15,0.7333333492,0,2/25/04,12504G100,,4.16E+07,"15.00
 - 15.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,29.7493
ETG US,Eaton Vance Tax-Advantaged Global Dividend Income Fund,1400,,,,0,20,0,0,1/28/04,27828S101,,1.57E+07,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,20.5256
JPC US,Nuveen Preferred & Income Opportunities Fund,1320,,,,0,15,0,0,3/27/03,67073B106,,6.83E+07,"15.00
 - 15.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,21.1809
