Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
OSPRU US,Str Sub Inc,275,,,,27.5,10,0.200000003,275,7/21/17,688397207,,,"10.00
 - 10.00
",Priced Within Range,Oil&Gas,Energy,Oil-US Royalty Trusts,
NEBUU US,NAC Surviving Corp,275,,,0.4,27.5,10,0.200000003,275,1/10/18,629076209,-0.0821579,2.00E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,5.81818
TEAF US,Tortoise Sustainable and Social Impact Term Fund,260,,,,0,20,0,0,3/27/19,27901F109,,5.03E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,37.2764
CLDR US,Cloudera Inc,258.75,9.4,-18.7,-6.2,130.314,15,20.66666603,1954.71,4/28/17,18914U100,0.5,,"12.00
 - 14.00
",Priced Above Range,Software,Technology,Computer Software,
HCAC/U US,NRC Group Holdings Corp,256.65,29.7,-13.1,-21.7,25.665,10,0,256.65,6/23/17,42588L204,-1,,"10.00
 - 10.00
",Priced Within Range,Environmental Control,Industrial,Environ Consulting&Eng,
MULE US,MuleSoft Inc,254.15,57.9,-26.9,-23,14.95,17,45.58823395,2141.86,3/17/17,625207105,0.0185586,95103,"14.00
 - 16.00
",Priced Above Range,Software,Technology,Enterprise Software/Serv,0.100727
ROKU US,Roku Inc,252.255,18,-3.1,-3,94.7485,14,67.85713959,219.352,9/28/17,77543R102,1.5,1.15E+08,"12.00
 - 14.00
",Priced Within Range,Internet,Communications,Internet Content-Entmnt,89.5169
DFBHU US,AdaptHealth Corp,250,1.9,2.7,2,25,10,0,250,2/16/18,2.33E+212,4,,"10.00
 - 10.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Whsle Drug Dist,
VNCR US,Vencore Holding Corp,250,0.1,0.087923,,0,0,,0, ,N.A.,,, ,,Computers,Technology,Computer Services,
LBRT US,Liberty Energy Inc,248.894,-9.1,7.3,7.8,70.8848,17,27.94117737,1205.04,1/12/18,53115L104,5,1.77E+08,"14.00
 - 16.00
",Priced Above Range,Oil&Gas Services,Energy,Oil-Field Services,109.456
KREF US,KKR Real Estate Finance Trust Inc,241.644,-10.2,5.9,0.5,53.7118,20.5,7.951219559,1101.09,5/5/17,48251K100,1.9,5.33E+07,"20.50
 - 21.50
",Priced Within Range,REITS,Financial,REITS-Mortgage,77.568
TRTX US,TPG RE Finance Trust Inc,233,-9.8,21.1,1.8,60.1265,20,-2.099999905,1202.53,7/20/17,87266M107,1.4,7.84E+07,"20.00
 - 21.00
",Priced Within Range,REITS,Financial,REITS-Mortgage,97.5629
INDUU US,Industrea Acquisition Corp,230,,,,23,10,0.3000000119,230,7/27/17,45579J203,,,"10.00
 - 10.00
",Priced Within Range,Environmental Control,Industrial,Non-hazardous Waste Disp,
NESRU US,National Energy Services Reunited Corp,229.217,13.6,5.8,,22.9217,10,0,229.217,5/12/17,N.A.,2.4,4.35E+07,"10.00
 - 10.00
",Priced Within Range,Oil&Gas Services,Energy,Oil-Field Services,50.851
CVNA US,Carvana Co,225,26.9,1.5,2.7,15,15,-26,225,4/28/17,146869102,7.5,1.34E+08,"14.00
 - 16.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Automobile,99.5632
MDB US,MongoDB Inc,220.8,19.2,-6.4,-4.1,9.2682,24,33.625,1204.04,10/19/17,60937P106,2,7.99E+07,"20.00
 - 22.00
",Priced Above Range,Software,Technology,Computer Software,98.4598
HLNE US,Hamilton Lane Inc,218.501,5.6,24.9,15.3,18.8518,16,12.625,301.629,3/1/17,407497106,3.1,4.49E+07,"15.00
 - 17.00
",Priced Within Range,Diversified Finan Serv,Financial,Invest Mgmnt/Advis Serv,103.678
OKTA US,Okta Inc,215.05,15.3,1,0.3,12.65,17,38.29411697,187,4/7/17,679295105,4.4,1.47E+08,"15.00
 - 17.00
",Priced Within Range,Computers,Technology,Computer Data Security,88.7561
FND US,Floor & Decor Holdings Inc,213.087,0.9,4.6,4.2,92.3586,21,52.61904907,1939.53,4/27/17,339750101,5.6,1.29E+08,"16.00
 - 18.00
",Priced Above Range,Retail,"Consumer, Cyclical",Retail-Floor Coverings,119.906
EFL US,Eaton Vance Floating-Rate 2022 Target Term Trust,210,,,,0,10,0.1000000015,0,7/27/17,27831H100,,134326,"10.00
 - 10.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,0.567285
SBT US,Sterling Bancorp Inc/MI,207,5.1,3.7,0.0881193,52.9633,12,1.333333373,635.56,11/17/17,85917W102,-0.0416308,1.42E+07,"12.00
 - 14.00
",Priced Within Range,Banks,Financial,Commer Banks-Central US,27.0607
MMDMU US,Modern Media Acquisition Corp,207,,,0.3,20.7,10,1.100000024,207,5/12/17,60765P202,-0.2,,"10.00
 - 10.00
",Priced Within Range,Internet,Communications,Internet Content-Info/Ne,
FBM US,Foundation Building Materials Inc,206.08,5.3,1.8,3.2,42.7742,14,10.71428585,598.839,2/10/17,350392106,3.3,,"17.00
 - 19.00
",Priced Below Range,Retail,"Consumer, Cyclical",Retail-Building Products,
2238067D US,Safehold Inc,205,-73.9,28.3,2.6,18.19,20,-5,363.8,6/22/17,78645L100,0.2,4.23E+07,"19.00
 - 21.00
",Priced Within Range,REITS,Financial,REITS-Diversified,67.761
HMP/U US,Howard Midstream Partners LP,200,-23.1,3.9,,0,0,,0, ,N.A.,,, ,,Pipelines,Energy,Pipelines,
LACQU US,Ensysce Biosciences Inc,200,133.5,-153.3,-192.3,20,10,-0.400000006,200,12/1/17,52539T206,-10.7,,"10.00
 - 10.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
GPMT US,Granite Point Mortgage Trust Inc,195,-26.8,-106.2,-8.3,43.2308,19.5,-2.56410265,843.001,6/23/17,38741L107,0.1,2.93E+07,"20.00
 - 21.00
",Priced Below Range,REITS,Financial,REITS-Mortgage,59.9991
2177859D US,Biohaven Pharmaceutical Holding Co Ltd,193.545,626.9,-183,-83.2,35.7156,17,2.941176414,607.165,5/4/17,N.A.,-12.8,5.01E+06,"14.00
 - 16.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,6.99929
AGS US,PlayAGS Inc,188.6,10.7,13,7.4,35.1663,16,15.625,562.661,1/26/18,72814N104,2.5,3.78E+07,"16.00
 - 18.00
",Priced Within Range,Computers,Technology,Computers-Other,91.6389
NCSM US,NCS Multistage Holdings Inc,185.725,14.1,4,4.3,45.3252,17,17.70588303,770.528,4/28/17,628877201,5,1.91E+06,"15.00
 - 18.00
",Priced Within Range,Oil&Gas Services,Energy,Oil-Field Services,75.3415
NINE US,Nine Energy Service Inc,185.15,-9,-7.4,-10.7,24.2374,23,13.47826099,557.46,1/19/18,65441V101,0.3,1.51E+07,"20.00
 - 23.00
",Priced Within Range,Oil&Gas Services,Energy,Oil-Field Services,35.6625
CBH US,Virtus Convertible & Income 2024 Target Term Fund,182.468,,,,0,10,0,0,6/28/17,92838R105,,1.25E+06,"10.00
 - 10.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,6.82794
ALTR US,Altair Engineering Inc,179.4,8.6,2.1,1,23.1875,13,40.84615326,301.438,11/1/17,21369103,1.8,4.37E+07,"11.00
 - 13.00
",Priced Within Range,Software,Technology,Computer Aided Design,72.396
950160 KS,Kolon TissueGene Inc,178.706,31,-666.1,-19.3,60.3794,27000,58.14814758,1440.64, ,N.A.,-0.9,28296,"16,000.00
 - 27,000.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Drug Store,0.0347089
CGBD US,Carlyle Secured Lending Inc,174.903,-3.7,38.2,4.6,61.4205,18.5,-2.108108044,1136.28,6/14/17,872280102,2,1.39E+07,"18.50
 - 19.50
",Priced Within Range,Investment Companies,Financial,Investment Companies,19.109
CARG US,Cargurus Inc,172.96,-2.1,2.3,2.4,78.5553,16,72.375,1256.88,10/12/17,141788109,2.4,8.94E+07,"13.00
 - 15.00
",Priced Above Range,Internet,Communications,E-Commerce/Services,99.9544
9966911D US,Cadence BanCorp,172.5,2.7,-22.1,2.5,83.625,20,7.75,1672.5,4/13/17,12739A100,4,,"19.00
 - 21.00
",Priced Within Range,Banks,Financial,Commer Banks-Central US,
APLS US,Apellis Pharmaceuticals Inc,172.495,97,-25.3,-23.6,50.864,14,0.2142857164,712.096,11/9/17,03753U106,-0.7,1.47E+08,"13.00
 - 15.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,117.114
JILL US,J Jill Inc,162.912,1,6.4,9.3,43.7479,13,-2.692307711,568.723,3/9/17,46620W201,4.3,1.47E+07,"14.00
 - 16.00
",Priced Below Range,Retail,"Consumer, Cyclical",Retail-Apparel/Shoe,96.2233
AMR US,Alpha Metallurgical Resources,162,-14.8,6.3,7.7,30.3321,0,,0, ,20764106,44.5,1.17E+07,"23.00
 - 27.00
",,Coal,Energy,Coal,89.6667
RDFN US,Redfin Corp,159.236,6.7,-15.8,-15.2,80.9215,15,44.66666794,1213.82,7/28/17,75737F108,-0.2,8.26E+07,"12.00
 - 14.00
",Priced Above Range,Real Estate,Financial,Real Estate Mgmnt/Servic,65.3519
SEND US,SendGrid Inc,150.88,39.9,-5.5,-3.4,0,16,12.5,0,11/15/17,816883102,1.4,31190,"13.50
 - 15.50
",Priced Above Range,Software,Technology,Computer Software,0.0654438
LBC US,Luther Burbank Corp,150.204,,44.8,0.4,55.9725,10.75,9.302325249,601.704,12/8/17,550550107,1.6,2.48E+07,"10.50
 - 12.50
",Priced Within Range,Banks,Financial,Commer Banks-Western US,48.5721
1638762D US,ConvergeOne Holdings Inc,150,,,2.5,15.555,10,0.200000003,155.55,4/7/17,34985B202,-0.1,,"10.00
 - 10.00
",Priced Within Range,Computers,Technology,Computer Services,
ODTC US,Odonate Inc,150,,,-66.9,26.8904,24,-4.166666508,645.37,12/7/17,676079403,-275402,,"24.00
 - 27.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
DCF US,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc,149.512,,,,0,10,-0.400000006,0,10/27/17,05588N108,,2.04E+06,"10.00
 - 10.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,13.5992
ARMO US,ARMO BioSciences Inc,147.2,,,,30.4051,17,74.94117737,516.887,1/26/18,04225U104,-30,,"14.00
 - 16.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
OMP US,Oasis Midstream Partners LP,146.625,-15.2,6.6,13.6,14.875,17,-1.470588207,252.875,9/21/17,67420T206,10.6,,"19.00
 - 21.00
",Priced Below Range,Pipelines,Energy,Pipelines,
AYX US,Alteryx Inc,144.9,13.4,-18.4,-10.3,10.35,14,10.71428585,144.9,3/24/17,02156B103,0.4,1.81E+07,"12.00
 - 14.00
",Priced Within Range,Software,Technology,Enterprise Software/Serv,28.1656
AKCA US,Akcea Therapeutics Inc,143.75,653.1,8.3,-8.6,66.5417,8,18.5,532.334,7/14/17,00972L107,2.4,,"12.00
 - 14.00
",Priced Below Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
CNACU US,DermTech Inc,143.75,5.3,-659.5,-64,18.005,10,0.1000000015,180.05,6/20/17,N.A.,-2.3,5.48E+06,"10.00
 - 10.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Diagnostic Kits,102.513
SLDB US,Solid Biosciences Inc,143.75,,,-70.5,35.3229,16,41.375,565.166,1/26/18,8.34E+208,-2.4,6.09E+07,"18.00
 - 19.00
",Priced Below Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,78.597
WTTR US,Select Water Solutions Inc,140.07,-8.4,2.1,2.3,14.083,14,0.1428571492,197.162,4/21/17,81617J301,2.3,1.03E+08,"15.00
 - 18.00
",Priced Below Range,Oil&Gas Services,Energy,Oil-Field Services,99.88
DCPH US,Deciphera Pharmaceuticals Inc,138.831,21.8,-119.3,-39.2,32.5917,17,3.823529482,554.059,9/28/17,24344T101,-1.7,4.29E+07,"15.00
 - 17.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,49.6253
1913362D US,Allied Gaming & Entertainment,138,20.5,-46.9,-9.5,0,10,1.5,0,10/5/17,09216T206,-0.2,1.31E+06,"10.00
 - 10.00
",Priced Within Range,Entertainment,"Consumer, Cyclical",Resorts/Theme Parks,3.32964
OPTN US,Optinose Inc,138,10.2,-27.5,-18.2,37.7613,16,18.75,604.181,10/13/17,68404V209,-4.4,8.82E+06,"15.00
 - 17.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,87.0459
SFIX US,Stitch Fix Inc,138,-18.3,-9.6,-13.9,9.2,15,1,138,11/17/17,860897107,0.1,1.03E+08,"15.00
 - 16.00
",Priced Within Range,Internet,Communications,E-Commerce/Products,91.8089
RYTM US,Rhythm Pharmaceuticals Inc,137.827,68,-200.2,-71.8,26.7482,17,76.47058868,454.719,10/5/17,76243J105,-1.8,6.78E+07,"14.00
 - 16.00
",Priced Above Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,107.174
VYNE US,VYNE Therapeutics Inc,136.85,18.1,-7950.9,-48.4,22.978,17,68.88235474,390.626,1/25/18,92941V308,-0.8,7.84E+06,"16.00
 - 17.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,51.5293
WHWK US,Whitehawk Therapeutics Inc,136.835,6.6,-245.1,-62.8,27.0496,0,,0,8/7/17,00032Q104,-2.2,2.57E+07,"5.00
 - 5.00
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,54.9158
FSCT US,Forescout Technologies Inc,133.584,13.1,-35.1,-38.2,37.8058,22,15.909091,831.728,10/27/17,34553D101,-0.4,,"20.00
 - 22.00
",Priced Within Range,Computers,Technology,Computer Data Security,
YEXT US,Yext Inc,132.825,4.1,-6.6,-5,87.0645,11,21.90909004,957.71,4/13/17,98585N106,0.4,9.91E+07,"8.00
 - 10.00
",Priced Above Range,Software,Technology,Computer Software,78.3596
1553005D US,Hoverink Biotechnologies Inc,131,,,,38.772,0,,0, ,N.A.,-8.02E-05,,"20.00
 - 20.00
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
JEMD US,Nuveen Emerging Markets Debt 2022 Target Term Fund,130,,,,0,10,0,0,9/27/17,67077P101,,965095,"10.00
 - 10.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,6.82824
FNKO US,Funko Inc,125,-4.2,-1.4,-1.9,23.3377,12,-41.08333206,280.052,11/2/17,361008105,2.3,5.46E+07,"14.00
 - 16.00
",Priced Below Range,Toys/Games/Hobbies,"Consumer, Cyclical",Toys,101.293
GPAQU US,Gordon Pointe Acquisition Corp,125,,,0.6,12.5,10,0,125,1/25/18,382788206,-0.4,4.05E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,67.445
MCB US,Metropolitan Bank Holding Corp,124.775,22,24,0.9,8.198,35,6.314285755,286.93,11/8/17,591774104,13.2,1.07E+07,"31.00
 - 34.00
",Priced Above Range,Banks,Financial,Commer Banks-Eastern US,96.9916
BY US,Byline Bancorp Inc,124.545,16.6,29.6,1.3,29.2469,19,5.526315689,555.691,6/30/17,124411109,4,2.33E+07,"19.00
 - 21.00
",Priced Within Range,Banks,Financial,Commer Banks-Central US,52.254
