Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
WDI US,Western Asset Diversified Income Fund,1000,,,,0,20,0.6499999762,0,6/28/21,95790K109,,1.43E+07,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,27.6859
WOOF US,Petco Health & Wellness Co Inc,993.6,-2.2,-1.6,-1.9,226.424,18,63.33333206,4075.63,1/14/21,71601V105,0.6,3.12E+08,"14.00
 - 17.00
",Priced Above Range,Retail,"Consumer, Cyclical",Retail-Pet Food&Supplies,130.416
GOCO US,GoHealth Inc,913.5,8.7,-0.3,-0.2,84.183,21,-7.333333492,1767.84,7/15/20,38046W204,-2.1,6.11E+06,"18.00
 - 20.00
",Priced Above Range,Insurance,Financial,Life/Health Insurance,58.7888
TBA/U US,Thoma Bravo Advantage,900,,,,90,0,,0, ,N.A.,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
AZEK US,AZEK Co Inc/The,879.463,5.1,10.6,6.5,116.031,23,18.04347801,2668.7,6/12/20,05478C105,1.5,1.55E+08,"19.00
 - 21.00
",Priced Above Range,Building Materials,Industrial,Bldg&Construct Prod-Misc,107.631
AMWL US,American Well Corp,853.301,-1.8,-81.8,-40.5,198.164,18,28.16666603,3566.96,9/17/20,03044L204,-8.4,6.56E+06,"14.00
 - 16.00
",Priced Above Range,Healthcare-Services,"Consumer, Non-cyclical",Medical-Outptnt/Home Med,46.9631
PRPB/U US,CC Neuberger Principal Holdings II,828,,,,82.8,10,0.6999999881,828,7/31/20,N.A.,,,"10.00
 - 10.00
",Priced Within Range,Internet,Communications,E-Commerce/Services,
CRHUF US,Cohn Robbins Holdings Corp,828,,,4.3,82.8,10,0.1000000015,828,9/9/20,N.A.,-0.0137802,91070,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,1.22074
IPOC/U US,Clover Health Investments Corp,828,8.7,-3.1,-7.4,82.8,10,0.6999999881,828,4/22/20,N.A.,0.0711095,43081,"10.00
 - 10.00
",Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Medical-HMO,0.0416242
APSG/U US,Global Business Travel Group I,816.81,5.8,-5.7,-3.7,81.681,10,-0.3000000119,816.81,10/2/20,N.A.,,2422,"10.00
 - 10.00
",Priced Within Range,Leisure Time,"Consumer, Cyclical",Travel Services,0.00296519
IPOE/U US,SoFi Technologies Inc,805,29.3,13.2,1.5,80.5,10,5.900000095,805,10/9/20,N.A.,-1,,"10.00
 - 10.00
",Priced Within Range,Diversified Finan Serv,Financial,Finance-Consumer Loans,
DRVN US,Driven Brands Holdings Inc,805,1.5,-12.5,-5.2,169.483,22,21.31818199,3728.62,1/15/21,26210V102,1.5,1.71E+08,"17.00
 - 20.00
",Priced Above Range,Commercial Services,"Consumer, Non-cyclical",Auto Repair Centers,104.02
9930825D US,Ajax I,804.991,,,,80.4991,10,0.6999999881,804.991,10/28/20,N.A.,,5.00E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,6.21125
ACI US,Albertsons Cos Inc,800,1.4,1.1,3.6,479.027,16,-3.4375,7664.43,6/26/20,13091103,4.6,5.18E+08,"18.00
 - 20.00
",Priced Below Range,Food,"Consumer, Non-cyclical",Food-Retail,89.414
LESL US,Leslie's Inc,782,-8.3,-1.7,-2.8,186.606,17,27.64705849,3172.31,10/29/20,527064109,0.5,1.97E+08,"14.00
 - 16.00
",Priced Above Range,Retail,"Consumer, Cyclical",Retail-Misc/Diversified,106.242
CERT US,Certara Inc,768.506,8.7,-3.1,-0.7,152.98,23,65.56521606,3518.53,12/11/20,15687V109,0.5,1.65E+08,"19.00
 - 22.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,102.144
FTOCU US,FTAC Olympus Acquisition Corp,754.744,,,,77.6444,10,-0.6999999881,771.7,8/26/20,N.A.,,6.57E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,8.46456
CONXU US,Conx Corp,750,,,-11.1,75,10,-0.8000000119,750,10/30/20,212873202,-0.075182,4.66E+06,"10.00
 - 10.00
",Priced Within Range,Real Estate,Financial,Real Estate Oper/Develop,170.622
GSAH/U US,Mirion Technologies Inc,750,7.4,-4.1,-1.3,75,10,5.099999905,750,6/30/20,36258Q204,0.4,13333,"10.00
 - 10.00
",Priced Within Range,Electronics,Industrial,Electronic Measur Instr,0.0177773
AI US,C3.ai Inc,748.65,16.4,-90,-26.6,95.1556,42,120.2142868,3996.54,12/9/20,12468P104,-0.5,7.18E+07,"36.00
 - 38.00
",Priced Above Range,Software,Technology,Computer Software,55.5941
MCFE US,McAfee Corp,740,23.2,44.2,19.1,163.072,20,-6.5,3261.45,10/22/20,579063108,3,,"19.00
 - 22.00
",Priced Within Range,Computers,Technology,Computer Data Security,
AACQU US,Origin Materials Inc,724.5,8.6,-267.5,-19.9,72.45,10,3.5,724.5,7/14/20,04316G204,-0.3,,"10.00
 - 10.00
",Priced Within Range,Chemicals,Basic Materials,Chemicals-Specialty,
ROOT US,Root Inc/OH,724.432,158.5,2.4,2,59.9428,27,0,1618.46,10/28/20,77664L207,13.1,1.23E+07,"22.00
 - 25.00
",Priced Above Range,Insurance,Financial,Property/Casualty Ins,110
RXT US,Rackspace Technology Inc,703.5,-7.4,-31.3,-24.1,204.082,21,-21.95238113,4285.73,8/5/20,750102105,0.1,2.00E+08,"21.00
 - 24.00
",Priced Within Range,Software,Technology,Computer Software,84.2608
PCOR US,Procore Technologies Inc,697.47,21.2,-9.2,-5.3,129.075,67,31.3432827,8648.02,5/20/21,74275K108,1.3,1.54E+08,"60.00
 - 65.00
",Priced Above Range,Software,Technology,Applications Software,102.873
RTP/U US,Joby Aviation Inc,690,-86.8,-447084,-49.1,69,10,11,690,9/17/20,N.A.,-0.6,47786,"10.00
 - 10.00
",Priced Within Range,Aerospace/Defense,Industrial,Aerospace/Defense,0.0554041
DGNR/U US,CCC Intelligent Solutions Hold,690,9,2.7,0.8,69,10,6.800000191,600,8/14/20,N.A.,0.4,10000,"10.00
 - 10.00
",Priced Within Range,Software,Technology,Applications Software,0.0144928
JWS/U US,Cano Health Inc,690,14.5,-18.9,-65.6,69,10,2.5,690,5/14/20,N.A.,-46.8,85354,"10.00
 - 10.00
",Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Medical-Hospitals,0.113805
FEAC/U US,Skillz Inc,690,-37.2,-50.5,-12.6,69,10,4,690,3/6/20,34407Y202,-0.4,27347,"10.00
 - 10.00
",Priced Within Range,Software,Technology,Entertainment Software,0.0396333
PNTM/U US,Pontem Corp,690,,,3.8,69,10,3.200000048,690,1/13/21,N.A.,-0.0158438,8.90E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,35.6147
MSP US,Datto Holding Corp,683.1,19.2,8.3,2.2,160.849,27,0.3703703582,4342.92,10/21/20,23821D100,0.7,,"24.00
 - 27.00
",Priced Within Range,Software,Technology,Applications Software,
FTHY US,First Trust High Yield Opportunities 2027 Term Fund,665,,,,0,20,0,0,6/26/20,33741Q107,,1.42E+07,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,38.7112
SLQT US,Selectquote Inc,655.5,31.8,-2.5,-1.1,161.817,20,35,3236.34,5/21/20,816307300,0.0904112,9.11E+07,"17.00
 - 19.00
",Priced Above Range,Insurance,Financial,Insurance Brokers,52.9246
BNL US,Broadstone Net Lease Inc,629,-2.5,37.6,3.1,0,17,-4.117647171,0,9/17/20,1.11E+207,1.4,1.84E+08,"17.00
 - 19.00
",Priced Within Range,REITS,Financial,REITS-Diversified,97.3515
BOAC/U US,Bluescape Opportunities Acquisition Corp,607.5,,,9.4,60.75,10,-1.5,575,10/28/20,N.A.,-0.0150729,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
SVFAU US,SVF Investment Corp,603.75,,,5.1,60.375,10,20,603.75,1/8/21,N.A.,-0.044024,2.20E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,4.43482
FPAC/U US,Far Peak Acquisition Corp,600,,,11.7,60,10,0,600,12/3/20,N.A.,0.0250679,7.75E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,12.9137
TWCTU US,TWC Tech Holdings II Corp,600,,,,60.375,10,0.6999999881,603.75,9/11/20,90117G204,,113581,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,0.189302
ETACU US,E.Merge Technology Acquisition Corp,600,,13526.3,2.8,60,10,0,600,7/31/20,26873Y203,-0.0110318,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
PTVE US,Pactiv Evergreen Inc,598.496,-6.5,-2.6,-2.2,175.434,14,-21.9285717,2456.08,9/17/20,69526K105,2.1,4.11E+07,"18.00
 - 21.00
",Priced Below Range,Packaging&Containers,Industrial,Containers-Paper/Plastic,22.7458
LMACU US,Liberty Media Acquisition Corp,575,,,6.2,57.5,10,27.5,575,1/22/21,53073L203,-0.0549551,5.23E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,9.09372
GOAC/U US,GO Acquisition Corp,575,,,3.6,57.5,10,0,575,8/5/20,362019200,-0.0235444,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
RBAC/U US,RedBall Acquisition Corp,575,,,1.1,57.5,10,1,575,8/13/20,N.A.,-0.0159017,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
HZAC/U US,Horizon Acquisition Corp,543.984,,,,54.3984,10,0,543.984,8/21/20,N.A.,,1.55E+07,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,28.4935
JAMF US,Jamf Holding Corp,538.2,11.9,-10.9,-4.3,116.362,26,50.76922989,3025.41,7/22/20,47074L105,0.2,1.23E+08,"21.00
 - 23.00
",Priced Above Range,Software,Technology,Applications Software,94.7973
VRMMQ US,Vroom Inc,537.625,,-40.9,-23.6,121.613,22,117.727272,2675.47,6/9/20,92918V208,-306.1,4.27E+06,"18.00
 - 20.00
",Priced Above Range,Diversified Finan Serv,Financial,Finance-Auto Loans,
HZON/U US,Horizon Acquisition Corp II,525,,,2.2,52.5,10,0,525,10/20/20,N.A.,-0.0319332,1.51E+07,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,87.6708
HAACU US,Health Assurance Acquisition Corp,525,,,8.8,52.5,10,2,500,11/13/20,42226W208,-0.064042,4.91E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,9.36056
GRSVU US,Gores Holdings V Inc,525,,,,52.5,10,0.8000000119,525,8/6/20,382864205,-0.00929458,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
TREB/U US,System1 Inc,517.5,-14.4,-21.7,-14,51.75,10,3.400000095,517.5,6/17/20,N.A.,-0.0755528,60000,"10.00
 - 10.00
",Priced Within Range,Computers,Technology,Computer Services,0.115942
VGAC/U US,23andMe Holding Co,508.55,-26.6,-303.5,-88.1,50.855,10,-0.8999999762,508.55,10/2/20,N.A.,-0.3,1211,"10.00
 - 10.00
",Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Medical Labs&Testing Srv,0.00238128
AGCUU US,Altimeter Growth Corp,500,,,,50,10,21.5,500,10/1/20,N.A.,-0.032394,2.68E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,5.35995
CCV/U US,Churchill Capital Corp V,500,,,4.7,50,10,2.200000048,500,12/16/20,17144T206,-0.0234797,2.50E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,16.919
ACIC/U US,Archer Aviation Inc,500,,,-69,50,10,-0.1000000015,500,10/28/20,49284201,-0.9,1.08E+07,"10.00
 - 10.00
",Priced Within Range,Aerospace/Defense,Industrial,Aerospace/Defense,21.6179
CFIIU US,View Inc,500,36.9,-332.6,-114.5,51.1,10,-0.6000000238,511,8/27/20,15725Q203,-1.2,,"10.00
 - 10.00
",Priced Within Range,Building Materials,Industrial,Bldg Prod-Doors&Windows,
CFIVU US,CF Acquisition Corp IV,500,,,-0.8,50,10,2.5,500,12/23/20,12520T201,0.000218906,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
LCYAU US,Hillman Solutions Corp,500,-0.2,1.1,0.7,50,10,-1.100000024,500,10/9/20,51476H209,0.9,1.50E+06,"10.00
 - 10.00
",Priced Within Range,Metal Fabricate/Hardware,Industrial,Metal Processors&Fabrica,3.0064
LEGN US,Legend Biotech Corp,487.342,119.9,-28.2,-10,21.1888,23,60.86956406,487.342,6/5/20,52490G102,-0.3,1.18E+08,"18.00
 - 20.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,64.4883
BOWXU US,WeWork Inc,483,26.2,-62.6,-10.2,48.3,10,0.3000000119,483,8/5/20,103085205,-0.9,3508,"10.00
 - 10.00
",Priced Within Range,Real Estate,Financial,Real Estate Oper/Develop,0.00726294
SDHY US,PGIM Short Duration High Yield Opportunities Fund,475,,,,0,20,0,0,11/25/20,69355J104,,1.41E+07,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,57.0945
DCT US,Duck Creek Technologies Inc,465.75,16.3,-2.7,-1.7,130.688,27,48.14814758,3528.58,8/14/20,264120106,0.0811391,1.21E+07,"23.00
 - 25.00
",Priced Above Range,Software,Technology,Applications Software,9.08929
VERX US,Vertex Inc,462.128,16.4,-7.9,-5.4,25.4167,19,25.94736862,482.917,7/29/20,92538J106,1,8.73E+07,"14.00
 - 16.00
",Priced Above Range,Software,Technology,Enterprise Software/Serv,121.708
VSPRU US,Beauty Health Co/The,460,-16,-8.7,-3.6,46,10,2.599999905,460,9/30/20,92538T203,0.1,3.60E+06,"10.00
 - 10.00
",Priced Within Range,Cosmetics/Personal Care,"Consumer, Non-cyclical",Cosmetics&Toiletries,7.82609
IPOD/U US,Social Capital Hedosophia Holdings Corp IV,460,,,6.8,46,10,10.10000038,460,10/9/20,N.A.,-0.0151282,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
RLAY US,Relay Therapeutics Inc,460,-60.8,-3374.7,-39.3,89.8757,20,75.25,1797.51,7/16/20,75943R102,-1.7,1.73E+08,"18.00
 - 19.00
",Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,102.053
SEAH/U US,Sports Entertainment Acquisition Corp,450,,,,45,10,-0.400000006,450,10/2/20,84918M205,,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
PACE/U US,Nerdy Inc,450,-1.6,-22.3,-39.2,45,10,0.6000000238,0,10/7/20,N.A.,-0.1,,"10.00
 - 10.00
",Priced Within Range,Internet,Communications,Internet Content-Info/Ne,
AGCB US,Altimeter Growth Corp 2,450,,,-0.4,56,10,32.5,560,1/7/21,N.A.,-0.0190716,2.50E+06,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,5.42299
GMIIU US,Sonder Holdings Inc,450,29.4,-49.1,-20.2,45,10,11.60000038,450,1/20/21,382873206,-10.1,,"10.00
 - 10.00
",Priced Within Range,Lodging,"Consumer, Cyclical",Hotels&Motels,
CMLFU US,GeneDx Holdings Corp,442.75,50.7,-17.1,-12.4,44.275,10,2.5,442.75,9/2/20,18978W208,-1,2.90E+06,"10.00
 - 10.00
",Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Medical Labs&Testing Srv,6.54598
RFMZ US,RiverNorth Flexible Municipal Income Fund II Inc,440,,,,0,20,0.1000000015,0,2/24/21,76883Y107,,8.49E+06,"20.00
 - 20.00
",Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,34.8496
ENPC/U US,Executive Network Partnering Corp,414,,,,14.16,25,0.8000000119,354,9/16/20,30158L209,,1.11E+06,"25.00
 - 25.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,2.63008
FMAC/U US,FirstMark Horizon Acquisition Corp,414,,,,41.4,10,0.5,414,10/6/20,33765Y200,,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
EQD/U US,Equity Distribution Acquisition Corp,414,,,5.3,41.4,10,3.400000095,414,9/16/20,2.95E+209,-0.022922,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
PCPC/U US,Periphas Capital Partnering Corp,414,,,2,16.56,25,1.802399993,414,12/10/20,713895209,-0.0487664,,"25.00
 - 25.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
SNRHU US,Senior Connect Acquisition Corp I,414,,,7.7,41.4,10,3,414,12/11/20,81723H207,-0.0380761,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
FINMU US,Marlin Technology Corp,414,,,,41.4,10,4,414,1/13/21,N.A.,,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
MOTV/U US,Forge Global Holdings Inc,414,13.6,-83.6,-23.1,41.4,10,2.599999905,414,12/11/20,N.A.,-0.2,,"10.00
 - 10.00
",Priced Within Range,Diversified Finan Serv,Financial,Finance-Invest Bnkr/Brkr,
IPOB/U US,Opendoor Technologies Inc,414,-25.8,-7.6,-11.7,41.4,10,1.200000048,414,4/28/20,N.A.,-0.8,28118,"10.00
 - 10.00
",Priced Within Range,Internet,Communications,E-Commerce/Services,0.0679179
PCPL/U US,E2open Parent Holdings Inc,414,-2.7,-168.6,-28.3,41.4,10,0.6000000238,414,4/24/20,N.A.,0.2,, ,,Software,Technology,Enterprise Software/Serv,
HECCU US,Talkspace Inc,414,25,0.6,0.8,41.4,10,2.5,414,6/9/20,443761200,0.0692926,434220,"10.00
 - 10.00
",Priced Within Range,Software,Technology,Medical Information Sys,1.04884
ACND/U US,MarketWise Inc,414,-8.8,1.7,2.1,41.4,10,3.099999905,414,7/24/20,N.A.,-0.5,,"10.00
 - 10.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Commercial Serv-Finance,
NGAB/U US,Embark Technology Inc,414,,,-68.4,41.4,10,19.10000038,414,1/13/21,66516U200,-4.2,,"10.00
 - 10.00
",Priced Within Range,Auto Parts&Equipment,"Consumer, Cyclical",Auto/Trk Prts&Equip-Orig,
MAACU US,Montes Archimedes Acquisition Corp,410.718,,,,41.0718,10,-1.600000024,410.718,10/7/20,612657205,,,"10.00
 - 10.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
SVACU US,Cyxtera Technologies Inc,404.235,6,-47.6,-21,40.4235,10,0,404.235,9/10/20,85521J208,0.5,75720,"10.00
 - 10.00
",Priced Within Range,Telecommunications,Communications,Telecom Services,0.187317
LGVW/U US,Butterfly Network Inc,404,24.5,-88.3,-25.8,40.4,10,0,404,5/21/20,543195200,-0.2,65385,"10.00
 - 10.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,0.157935
